eid,afid,name,domain,url,variants,match_count
10-s2.0-112768962,112768962,TMD and Orofacial Pain,,,['TMD and Orofacial Pain'],0
10-s2.0-117857050,117857050,School of Medicine of Petropo-lis,,,['School Of Medicine Of Petropo-lis'],0
10-s2.0-101309050,101309050,Brazilian Dental Association,,,"['Brazilian Dental Association', 'Brazilian Psychiatric Association']",0
10-s2.0-121793077,121793077,Dermatology Private Practice,,,"['Private Practice', 'Dermatology Private Practice']",0
10-s2.0-112817843,112817843,Universidade Federal de Pernamuco,,,"['Universidade Federal de', 'Universidade Federal de Pernamuco', 'Universidade Federal de Sergipe']",1
10-s2.0-132654509,132654509,Brazilian Section of ITI – International Team for Oral Implantology,,,[],0
10-s2.0-101001425,101001425,Laboratório de Genética Humana e Médica,,,['Laboratório De Genética Humana E Médica'],0
10-s2.0-113826504,113826504,Faculdade Pitágoras,,,"['Faculdade Pitágoras', 'Universidade Pitágoras', 'Pitágoras Faculty']",0
10-s2.0-116517560,116517560,Instituto Federal de Educaç Ão,,,"['Instituto Federal De Educaç Ão', 'Instituto Federal De Educa Ão']",0
10-s2.0-100388025,100388025,Instituto de Biologia,,,"['Instituto De Biologia', 'Inst. Biol.']",0
10-s2.0-118727755,118727755,Intercientifica,,,"['Intercientifica', 'Intercientífica']",0
10-s2.0-118204708,118204708,INPA’s Botany Graduate Program,,,"['Inpa’s Botany Graduate Program', 'Inpa´s Botany Graduate Program']",0
10-s2.0-119076176,119076176,Ourofino Saúde Animal,,,"['Ourofino Saúde Animal', 'Ouro Fino Saúde Animal', 'Ourofino Animal Health Company']",0
10-s2.0-120005180,120005180,Onion Breeder in Bayer Vegetable Seeds,,,['Onion Breeder In Bayer Vegetable Seeds'],0
10-s2.0-118626976,118626976,Faculdade Murialdo,,,"['Faculdade Murialdo', 'Murialdo College']",1
10-s2.0-126867044,126867044,Clinical Pharmacology and Gastroenterology Unit (USF),,,[],0
10-s2.0-129516403,129516403,Mar e Terra Ind. Com. de pescados S/A,,,['Mar E Terra Ind. Com. De Pescados S/a'],0
10-s2.0-117849183,117849183,Waters Technologies of Brazil,,,"['Waters Technologies Of Brazil', 'Waterstechnologies Of Brazil', 'Waters Technologies Brazil']",0
10-s2.0-119586282,119586282,Rheuma Clinic Av Carlos Gomes Porto Alegre,,,['Rheuma Clinic Av Carlos Gomes Porto Alegre'],0
10-s2.0-119366025,119366025,Flora Biotecnologia Ltda,,,['Flora Biotecnologia Ltda'],0
10-s2.0-119365978,119365978,Empresa Sitio Barreiras Fruticultura Ltda,,,"['Sítio Barreiras Fruticultura Ltda', 'Empresa Sitio Barreiras Fruticultura Ltda']",0
10-s2.0-119268656,119268656,PROAHSA - Programa de Estudos Avançados em Administração Hospitalar e Sistemas de Saúde,,,['Proahsa - Programa De Estudos Avançados Em Administração Hospitalar E Sistemas De Saúde'],0
10-s2.0-117698877,117698877,ITPAC-Porto Nacional S.A.,,,"['School Of Dentistry-itpac-porto Nacional', 'Itpac-porto Nacional S.a.']",0
10-s2.0-126710931,126710931,Laboratório de Controle Biológico,,,['Laboratório De Controle Biológico'],0
10-s2.0-118780485,118780485,Vetclinic,,,['Vetclinic'],0
10-s2.0-112679392,112679392,Secretaria da Saúde do Estado do Tocantins,,,"['Secretaria De Saúde Do Estado Do Tocantins', 'Secretaria Da Saúde Do Estado Do Tocantins', 'Secretaria Da Saúde Do Tocantins', 'Laboratório Central De Saúde Pública Do Estado Do Tocantins']",0
10-s2.0-114096649,114096649,Parque Zoobotânico Arruda Câmara,,,[],0
10-s2.0-118641890,118641890,Management of Endemics,,,['Management Of Endemics'],0
10-s2.0-118482823,118482823,Laboratório Nordeste in Vitro,,,['Laboratório Nordeste in Vitro'],0
10-s2.0-118448469,118448469,Ciências Veterinárias (PPG-CV),,,['Ciências Veterinárias (ppg-cv)'],0
10-s2.0-118448289,118448289,Clínica Hípica Ltda,,,['Clínica Hípica Ltda'],0
10-s2.0-118448309,118448309,Gatos da Ilha Clínica Veterinária,,,['Gatos Da Ilha Clínica Veterinária'],0
10-s2.0-113394998,113394998,Hospital Veterinário,,,"['Hospital Veterinário', 'Hospital Veterinário Upis', 'Hospital Veterinário Clemenceau']",0
10-s2.0-118448763,118448763,Centro de Equoterapia da Policia Militar do Distrito Federal,,,"['Polícia Militar Do Distrito Federal', 'Mv Da Polícia Militar Do Distrito Federal', 'Centro De Equoterapia Da Policia Militar Do Distrito Federal']",0
10-s2.0-107253231,107253231,Agência de Defesa Agropecuária do Estado do Tocantins,,,['Agência De Defesa Agropecuária Do Estado Do Tocantins'],0
10-s2.0-118431848,118431848,Secretaria de Agropecuária,,,['Secretaria de Agropecuária'],0
10-s2.0-114912533,114912533,Ourofino Agronegócio,,,['Ourofino Agronegócio'],0
10-s2.0-118406545,118406545,Zoológico Municipal de Canoas,,,"['Prefeitura Municipal De Canoas', 'Zoológico Municipal De Canoas', 'Municipal Zoo De Canoas', 'Canoas Local Zoo']",0
10-s2.0-101912402,101912402,Cooperativa Central de Pesquisa Agrícola (COODETEC),,,"['Cooperativa Central De Pesquisa Agrícola (coodetec)', 'Cooperativa Central De Pesquisa Agrícola', 'Cooperativa Central De Pesquisa Agrícola Ltda (coodetec)', 'Coodetec-cooperativa Central De Pesquisa Agrícola', 'Coodetec Cooperativa Central De Pesquisa Agrícola']",0
10-s2.0-108958261,108958261,Universidade Federal do Goiás (UFG),,,"['Universidade Federal Goiás/ufg', 'Universidade Federal Goiás - Ufg', 'Universidade Federal Do Goiás (ufg)']",0
10-s2.0-118424839,118424839,Cooperativa Regional de Cafeicultores em Guaxupé Ltda.,,,['Cooperativa Regional de Cafeicultores em Guaxupé Ltda.'],0
10-s2.0-118425906,118425906,Pinheiro Machado,,,['Pinheiro Machado'],0
10-s2.0-108788173,108788173,Proterra Consultoria Agronômica Ltda,,,"['Proterra Consultoria Agronômica Ltda.', 'Proterra Consultoria Agronômica Ltda', 'Proterra Consultoria Agronômica']",0
10-s2.0-118346156,118346156,Vet Support,,,['Vet Support'],0
10-s2.0-118426133,118426133,Universidade Pitágoras Unopar (UNOPAR),,,[],0
10-s2.0-118346637,118346637,Centro de Triagem de Animais Silvestres,,,"['Centro De Triagem De Animais Silvestres', 'Centro De Triagem E Recuperação De Animais Silvestres', 'Centro De Triagem De Animais Silvestres (cetas)']",0
10-s2.0-118302388,118302388,Clínica Carambeí Vet,,,['Clínica Carambeí Vet'],0
10-s2.0-118302273,118302273,Centro,,,['Centro'],0
10-s2.0-118342299,118342299,Clinica Veterinária Diagnóstico por Imagem Stella Falkenberg Rausch,,,"['Diagnóstico Por Imagem-stella Rausch', 'Clinica Veterinária Diagnóstico Por Imagem Stella Falkenberg Rausch']",0
10-s2.0-118303035,118303035,Universidade do Paraná (Unipar),,,['Universidade do Paraná (Unipar)'],0
10-s2.0-100453199,100453199,UPIS,,,"['Upis', 'Upis-faculdades Integradas', 'Upis University']",0
10-s2.0-118272965,118272965,National Centers for Animal Health,,,['National Centers for Animal Health'],0
10-s2.0-114521246,114521246,Projeto Biopesca,,,['Projeto Biopesca'],0
10-s2.0-118273086,118273086,Faculdades Integradas de Itararé-(FAFIT),,,['Faculdades Integradas de Itararé-(FAFIT)'],0
10-s2.0-118206667,118206667,Dow AgroSciences Industrial Ltda,,,"['Dow Agrosciences Industrial Ltda', 'Dow Agrosciences Industrial Ltda.']",0
10-s2.0-60196681,60196681,Universidade Estadual da Região Tocantina do Maranhão,uemasul.edu.br,https://www.uemasul.edu.br/portal/,"['Universidade Estadual da Região Tocantina do Maranhão', 'State University of the Tocantina Region of Maranhão']",1
10-s2.0-113474329,113474329,Universidade Tecnológica Federal,,,"['Universidade Tecnológica Federal', 'Universidade Tecnológica Federal']",0
10-s2.0-119841073,119841073,Campos do Júlio,,,['Campos Do Júlio'],0
10-s2.0-118204822,118204822,Superintendência Federal de Agricultura do Estado de Alagoas (SFA/AL),,,['Superintendência Federal de Agricultura do Estado de Alagoas (SFA/AL)'],0
10-s2.0-118205102,118205102,Unidade de Tecnologia (CCGL TEC),,,['Unidade de Tecnologia (CCGL TEC)'],0
10-s2.0-118204986,118204986,Fundação de Amparo à Pesquisa de Minas Gerais (FAPEMIG),,,['Fundação De Amparo À Pesquisa De Minas Gerais (fapemig)'],0
10-s2.0-118197029,118197029,Companhia de Saneamento do Paraná – Sanepar,,,"['Companhia De Saneamento Do Paraná/sanepar', 'Companhia De Saneamento Do Paraná – Sanepar']",0
10-s2.0-118113281,118113281,"Centro Integrado de Recursos Pesqueiros e Aquicultura de Betume, Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba (Codevasf)",,,"['Centro Integrado de Recursos Pesqueiros e Aquicultura de Betume, Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba (Codevasf)']",0
10-s2.0-115905266,115905266,Bahia Farm Show,,,['Bahia Farm Show'],0
10-s2.0-118039538,118039538,Zoonosis Control Center of the Municipality of São Paulo,,,"['Zoonosis Control Center Of The Municipality Of São Paulo', 'Center Of Control Of Zoonosis']",0
10-s2.0-118017804,118017804,Champion Farmoquímico Ltda,,,['Champion Farmoquímico Ltda'],0
10-s2.0-117996121,117996121,Associação Riograndense de Empreendimentos de Assistência Técnica e Extensão Rural (EMATER),,,['Associação Riograndense de Empreendimentos de Assistência Técnica e Extensão Rural (EMATER)'],0
10-s2.0-117996141,117996141,Gensys Consultores Associados Ltda,,,['Gensys Consultores Associados Ltda'],0
10-s2.0-117996247,117996247,Centro de Diagnóstico em Sanidade Animal (CEDISA),,,['Centro de Diagnóstico em Sanidade Animal (CEDISA)'],0
10-s2.0-117974960,117974960,Associação de Assistência Técnica e Extensão Rural do Estado de Rondônia,,,['Associação de Assistência Técnica e Extensão Rural do Estado de Rondônia'],0
10-s2.0-117974640,117974640,Centro de Tecnologia Animal (CTA),,,['Centro De Tecnologia Animal (cta)'],0
10-s2.0-117861644,117861644,Instituto Brasileiro de Meio Ambiente e dos Recursos Naturais Renováveis,,,['Instituto Brasileiro de Meio Ambiente e dos Recursos Naturais Renováveis'],0
10-s2.0-117861016,117861016,Secretaria da Agricultura e Pecuária do Estado do Rio Grande do Sul,,,['Secretaria da Agricultura e Pecuária do Estado do Rio Grande do Sul'],0
10-s2.0-117974765,117974765,Instituto Federal do Espírito (IFES),,,['Instituto Federal do Espírito (IFES)'],0
10-s2.0-128085086,128085086,Laboratório de Análises de Alimentos (LANAL),,,['Laboratório De Análises De Alimentos (lanal)'],0
10-s2.0-117860989,117860989,Hospital Veterinário Batel,,,['Hospital Veterinário Batel'],0
10-s2.0-111045266,111045266,Universidade Unimontes,,,[],0
10-s2.0-117693325,117693325,Fazenda Santa Eliza,,,['Fazenda Santa Eliza'],0
10-s2.0-114322521,114322521,EDR/CATI,,,['EDR/CATI'],0
10-s2.0-118695451,118695451,Ourofino Agronegócio,,,['Ourofino Agronegócio'],0
10-s2.0-118664679,118664679,Hosp. Geral De Nova Igaucu,,,['Hosp. Geral De Nova Igaucu'],0
10-s2.0-117493483,117493483,Federal Rural University of Amazonia,,,[],0
10-s2.0-118613899,118613899,CRAM-Centro de RecuperacËão de Animais Marinhos-Rio Grande,,,['CRAM-Centro de RecuperacËão de Animais Marinhos-Rio Grande'],0
10-s2.0-112643559,112643559,Pará Federal University,,,"['Pará Federal University', 'Federal University Pará', 'Para Federal University', 'Federal University Os Pará', 'Federal University F Para', 'Federal University Do Para', 'Federal Rural University Of Pará', 'Federal Du Para University']",0
10-s2.0-114745646,114745646,CTN Diagnósticos,,,['CTN Diagnósticos'],0
10-s2.0-118496311,118496311,Instituto Nacional di Semiarido,,,['Instituto Nacional Di Semiarido'],0
10-s2.0-112974391,112974391,Brazilian Vegetable Oil Industries Association,,,"['Brazilian Vegetable Oil Industries Association', 'Brazilian Association Of Vegetable Oil Industries']",0
10-s2.0-105141090,105141090,Tropical Diseases Hospital Dr. Anuar Auad (HDT),,,[],0
10-s2.0-106342572,106342572,Ministry of Agriculture,,,['Ministry Of Agriculture'],0
10-s2.0-111246406,111246406,Reserva EcoCerrado Brasil,,,['Reserva Ecocerrado Brasil'],0
10-s2.0-118488699,118488699,Laboratório Nacional Agropecuário,,,"['Laboratório Nacional Agropecuário', 'Laborató Rio Nacional Agropecuário']",0
10-s2.0-121842661,121842661,Training Programs in Epidemiology and Public Health Interventions Network (TEPHINET),,,"['Training Programs In Epidemiology And Public Health Interventions Network - Tephinet', 'Training Programs In Epidemiology And Public Health Interventions Network (tephinet)']",0
10-s2.0-121843280,121843280,Laboratório de Pesquisa e Identificação de Estreptococos,,,['Laboratório De Pesquisa E Identificação De Estreptococos'],0
10-s2.0-129889919,129889919,Institute of Biosciences,,,"['Institute Of Biosciences (ib)', 'Institute Of Biosciences']",0
10-s2.0-109669907,109669907,Secretaria de Estado da Saúde,,,[],0
10-s2.0-118435451,118435451,Androvet,,,['Androvet'],0
10-s2.0-118495845,118495845,SENAI Institute of Innovation in Minerals Technologies,,,"['Senai Institute Of Innovation In Minerals Technologies', 'Senai Institute Of Innovation - Mineral Technologies', 'Senai Innovation Institute For Mineral Technologies']",0
10-s2.0-118335292,118335292,Instituto Nacional de Áreas Úmidas,,,[],0
10-s2.0-117509905,117509905,Bayer SA,,,"['Bayer Sa', 'Bayer', 'Bayer Sa-brazil', 'Bayer S.a.', 'Bayer S.a', 'Bayer Pharmaceuticals Sa']",0
10-s2.0-122307873,122307873,University of Western São Paulo,,,[],0
10-s2.0-112585051,112585051,University Catholic of Brasilia,,,"['University Catholic Of Brasilia', 'University Catholic Church Of Brasilia', 'Univ. Catholic Of Brasília', 'Brasilia’s University']",0
10-s2.0-118209387,118209387,Universidade Federale do Rondonia,,,"['Universidade Federale Do Rondonia', 'Univ. Fed. Do Rio G.']",0
10-s2.0-100375678,100375678,FAEM,,,['Faem'],0
10-s2.0-100660031,100660031,Laboratório de Imunologia,,,"['Laboratório De Imunologia', 'Laboratorio De Imunologia', 'Laboratório De Imunologia De Marília', 'Imunologia']",0
10-s2.0-131918106,131918106,Faculty of Technology,,,['Faculty Of Technology'],0
10-s2.0-131918230,131918230,Institute of Technology in Health,,,['Institute Of Technology In Health'],0
10-s2.0-118168812,118168812,Oncológica do Brasil Ensino e Pesquisa,,,"['Oncológica Do Brasil Ensino E Pesquisa', 'Oncológica Do Brasil-learning And Research', 'Oncológica Do Brasil Ensino E Pesquisa (obep)', 'Oncológica Do Brasil - Ensino E Pesquisa', 'Oncológica Brasil Ensino E Pesquisa.', 'Oncologica Do Brasil-ensino E Pesquisa', 'Oncologica Brasil-ensino E Pesquisa', 'Ensino E Pesquisa']",0
10-s2.0-118302196,118302196,PostGradatuation of Genetic and Molecular Biology,,,['Postgradatuation Of Genetic And Molecular Biology'],0
10-s2.0-113969048,113969048,Do Centro Universitá Rio Do Estado Do,,,"['Do Centro Universitá Rio Do Estado Do', 'Centro Universita Rio Do Estado Do Para']",0
10-s2.0-118271934,118271934,Biophilium Consultoria Ambiental Ltda,,,['Biophilium Consultoria Ambiental Ltda'],0
10-s2.0-119112209,119112209,PANAFTOSA (PAHO/WHO),,,"['Panaftosa (paho/who)', 'Panaftosa', 'Paho/who']",0
10-s2.0-112223253,112223253,FASE,,,"['Fase', 'Fmp-fase']",0
10-s2.0-104960867,104960867,Libbs Farmacêutica Ltda,,,[],0
10-s2.0-126985246,126985246,Instituto Pró-Carnívoros,,,[],0
10-s2.0-118617283,118617283,Secretaria Estadual de Saúde do Acre,,,"['Secretaria Estadual De Saúde Do Acre', 'Secretaria De Estado De Saúde Do Acre', 'Secretaria De Saúde Do Estado Do Acre', 'Secretaria Estadual De Saúde', 'Secretaria Do Estado De Saúde Do Acre', 'Secretaria De Saúde Do Estado Acre', 'Secretaria De Meio Ambiente Do Acre']",0
10-s2.0-118206891,118206891,Laboratório Central de Saúde Pública de Roraima,,,"['Laboratório Central De Saúde Pública De Roraima', 'Laboratório Central De Saúde Pública', 'Laborató Rio Central De Saúde Pública De Roraima (lacen/rr)']",0
10-s2.0-118242286,118242286,Instituto AgronoÃmico de Campinas,,,['Instituto Agronoãmico De Campinas'],0
10-s2.0-112826107,112826107,Faculdade de Ciências Agronômicas,,,['Faculdade De Ciências Agronômicas'],0
10-s2.0-107910044,107910044,Integrated College Padre Albino Foundation (FIPA),,,"['Integrated College Padre Albino Foundation (fipa)', 'Padre Albino Foundation College Of Nursing', 'International College Of Padre Albino', 'Integrated College Padre Albino Foundation']",0
10-s2.0-118358855,118358855,Agrónomo UFPel,,,['Agrónomo Ufpel'],0
10-s2.0-113195168,113195168,National Institute of Science and Technology in Tropical Diseases - INCT-DT,,,"['National Institute Of Science And Technology In Tropical Diseases - Inct-dt', 'National Institutes Of Science And Technology Tropical Diseases (inct-dt)', 'National Institute Of Science And Technology In Tropical Diseases', 'National Institute For Science & Technology In Tropical Diseases – Inct-dt']",0
10-s2.0-118358822,118358822,CaVG,,,['Cavg'],0
10-s2.0-118185381,118185381,Catholic Center University,,,"['University Catholic', 'Catholic Center University']",0
10-s2.0-119024820,119024820,Graduate Program in Health Sciences,,,"['Graduate Program In Health Sciences', 'Graduate Studies Program In Public Health', 'Graduate Program In Psychiatry And Behavioral Sciences', 'Graduate Program In Business Administration']",0
10-s2.0-104911365,104911365,São Paulo Energy Company,,,"['São Paulo Metro Company', 'Sao Paulo Metro Company', 'São Paulo Energy Company', 'São Paulo Energy Co.', 'Steel Company Of São Paulo', 'Sao Paulo Metropolitan Company', 'Electrical Company Of Sao Paulo']",0
10-s2.0-60311265,60311265,Natura Cosméticos SA,,,[],0
10-s2.0-118144712,118144712,University Center UNILASALLE,,,['University Center UNILASALLE'],0
10-s2.0-118107327,118107327,Centro de Diagnóstico e Pesquisa da Osteoporose do Espírito Santo-CEDOES,,,['Centro de Diagnóstico e Pesquisa da Osteoporose do Espírito Santo-CEDOES'],0
10-s2.0-118107183,118107183,Instituto Tommasi de Pesquisa e Desenvolvimento,,,['Instituto Tommasi de Pesquisa e Desenvolvimento'],0
10-s2.0-118106709,118106709,Federal University of Goiaés,,,"['Universidade Federal De Goiaes', 'Federal University Of Goiaés']",0
10-s2.0-119022223,119022223,Eudocimus Consultoria Ambiental,,,[],0
10-s2.0-107889573,107889573,Hospital de Clnicas de Porto Alegre,,,[],0
10-s2.0-118836530,118836530,Dow Agrosciences,,,"['Dow Agrosciences', 'Dow Agro Sciences']",0
10-s2.0-132299135,132299135,Universidade de BrasõÂlia,,,[],0
10-s2.0-118022135,118022135,Curso de Filosofia,,,['Curso De Filosofia'],0
10-s2.0-112966187,112966187,Instituto Nacional de Ciência e Tecnologia - Sistemas Complexos (INCT-SC),,,"['Instituto Nacional De Ciência E Tecnologia - Sistemas Complexos (inct-sc)', 'Instituto Nacional De Ciência E Tecnologia De Sistemas Complexos Inct-sc', 'Instituto Nacional De Ciência E Tecnologia De Sistemas Complexos (inct-sc)', 'Instituto Nacional De Ciência E Tecnologia De Sistemas Complexos', 'Instituto Nacional De Ciência E Tecnologia Em Sistemas Complexos (inct-sc)']",0
10-s2.0-109896187,109896187,National Center for Research in Energy and Materials,,,[],0
10-s2.0-114476091,114476091,Universidade de Pernambuco - Recife (PE),,,"['Universidadefederal De Pernambuco', 'Universidade De Pernambuco - Recife (pe)', 'Universidad Federal De Pernambuco-recife', 'Universidad De Pernambuco', 'Recife/pe']",0
10-s2.0-131482025,131482025,Universidad Católica de Brasilia y Departamento de Biotecnología,,,['Universidad Católica De Brasilia Y Departamento De Biotecnología'],0
10-s2.0-131482740,131482740,Universidad Católica Dom Bosco,,,['Universidad Católica Dom Bosco'],0
10-s2.0-131482212,131482212,Líder de Proyecto de Baculovirus,,,['Líder De Proyecto De Baculovirus'],0
10-s2.0-101025430,101025430,PUC,,,[],0
10-s2.0-124797374,124797374,Istituto per la Protezione Sostenibile delle Piante Turin,,,['Istituto Per La Protezione Sostenibile Delle Piante Turin'],0
10-s2.0-121322640,121322640,CBPF - Centro Brasileiro de Pesquisas Física,,,['Cbpf - Centro Brasileiro De Pesquisas Física'],0
10-s2.0-121225967,121225967,Brazilian Institute for Statistics and Geography,,,['Brazilian Institute For Statistics And Geography'],0
10-s2.0-120191254,120191254,Centro de Tecnologia em Saúde e Meio Ambiente Curitiba,,,['Centro De Tecnologia Em Saúde E Meio Ambiente Curitiba'],0
10-s2.0-118589907,118589907,Aurora Alimentos,,,"['Aurora Alimentos', 'Cooperativa Central Aurora Alimentos']",0
10-s2.0-120182944,120182944,Pesquisa e Desenvolvimento,,,"['Pesquisa E Desenvolvimento', 'Partecurae Pesquisa E Desenvolvimento']",0
10-s2.0-120183561,120183561,ICCE,,,['Icce'],0
10-s2.0-119813688,119813688,Instituto de Ciências Biológicas e da Saúde,,,"['Instituto De Ciências Biológicas E Da Saúde', 'Ifrrj. Instituto De Ciências Biológicas E Da Saúde']",0
10-s2.0-60084119,60084119,"Instituto Superior de Ciências Aplicadas, Limeira",,,"['Instituto Superior de Ciências Aplicadas, Limeira']",0
10-s2.0-119813387,119813387,Instituto de Agronomia do Paraná,,,['Instituto De Agronomia Do Paraná'],0
10-s2.0-119724132,119724132,Engenharia Civil Empresa Mendes Júnior,,,['Engenharia Civil Empresa Mendes Júnior'],0
10-s2.0-106411697,106411697,Faculdade Estácio de Sá de Campo Grande,,,"['University Estacio De Sa De Campo Grande', 'Faculdade Estácio De Sá De Campo Grande', 'Faculdade Estácio De Sá', 'Faculdade Estácio De Sa De Campo Grande', 'Faculdade Estacio De Sa De Campo Grande']",0
10-s2.0-118617153,118617153,Setor Técnico-Científico do Departamento de Polícia Federal de Minas Gerais,,,"['Setor-técnico Científico Da Polícia Federal Do Brasil', 'Setor Técnico-científico Do Departamento De Polícia Federal De Minas Gerais']",0
10-s2.0-109401604,109401604,Instituto National de Pesquisas Espatiais,,,"['Instituto National De Pesquisas Espatiais', 'Instituto National De Pesquisas Espacials', 'Instituto Nacional De Pesquisa Espacial']",0
10-s2.0-118605591,118605591,FAFIJAN,,,['FAFIJAN'],0
10-s2.0-118606033,118606033,Cirurgia Videolaparoscópica - Icaraí Corporate,,,['Cirurgia Videolaparoscópica - Icaraí Corporate'],0
10-s2.0-118605537,118605537,Clínica Veterinária-Gávea,,,['Clínica Veterinária-gávea'],0
10-s2.0-107984599,107984599,Secretaria de Meio Ambiente Cultura e Turismo,,,"['Secretaria De Meio Ambiente Cultura E Turismo', 'Secretaria De Estado De Cultura Turismo']",0
10-s2.0-115413773,115413773,Diagno Vet Laboratório Veterinário,,,[],0
10-s2.0-118362546,118362546,Adisseo Brasil Nutrição Animal,,,"['Adisseo Brasil Nutrição Animal Ltda', 'Adisseo Brasil Nutrição Animal', 'Adisseo Brasil Nutriçao Animal Ltda', 'Adisseo Brasil Animal Nutrition', 'Adisseo Brasil']",0
10-s2.0-118997836,118997836,Veranópolis,,,['Veranopolis'],0
10-s2.0-118998657,118998657,Bioinformatics,,,['Bioinformatics'],0
10-s2.0-118998742,118998742,Programa de Pós-Graduação em Psiquiatria e Ciências do Comportamento,,,"['Programa De Pós-graduação Em Psiquiatria E Ciências Do Comportamento', 'Programa De Pós-graduação Em Ciências Farmacêuticas', 'Programa De Poas-graduaceao Em Psiquiatria E Ciencias Do Comportamento']",0
10-s2.0-118998766,118998766,CBRu-Brazilian Rugby Confederation; São Paulo,,,['CBRu-Brazilian Rugby Confederation'],0
10-s2.0-109930666,109930666,Secretaria de Saúde e Ação Social - Prefeitura Municipal de Sobral,,,"['Secretaria Municipal De Saude De Sobral', 'Secretaria De Saúde E Ação Social - Prefeitura Municipal De Sobral']",0
10-s2.0-117972735,117972735,Grupo de Modelagem Molecular de Sistemas Biológicos,,,['Grupo de Modelagem Molecular de Sistemas Biológicos'],0
10-s2.0-117991685,117991685,Tendon Research Group,,,[],0
10-s2.0-101674873,101674873,FAM,,,['Fam'],0
10-s2.0-117874198,117874198,Oncology Specialized Nucleus,,,['Oncology Specialized Nucleus'],0
10-s2.0-109502886,109502886,Carlos Chagas Filho Research Support Foundation of the State of Rio de Janeiro (FAPERJ),,,[],0
10-s2.0-112528100,112528100,University Vale do Rio Doce,,,"['University Vale Do Rio Doce', 'Vale Do Rio Doce-univale', 'University Vale Of Rio Doce - Univale', 'University Of Vale Do Rio Doce (univale)', 'Uni-versidade Vale Do Rio Doce', 'Git/vale Do Rio Doce University', 'Faculdade De Direito Do Vale Do Rio Doce']",1
10-s2.0-132299159,132299159,CRAX Sociedade de Pesquisa do Manejo e da Reproducão da Fauna Silvestre,,,[],0
10-s2.0-117869093,117869093,Integrated Pharmacology and Drug Interactions Research Group (GPqFAR),,,['Integrated Pharmacology And Drug Interactions Research Group (gpqfar)'],0
10-s2.0-119750681,119750681,Piscicultura Alevinos do Sabiá,,,['Piscicultura Alevinos Do Sabiá'],0
10-s2.0-118109248,118109248,Acquapiscis,,,['Acquapiscis'],0
10-s2.0-119837053,119837053,Laboratório de Ecologia Vegetal,,,['Laboratório De Ecologia Vegetal'],0
10-s2.0-118490419,118490419,Instituto de Desenvolvimento Florestal e da Biodiversidade do Estado do Pará,,,[],0
10-s2.0-132517616,132517616,Fundação Mamíferos Aquáticos - FMA,,,[],0
10-s2.0-114802721,114802721,Federal Institute for Education,,,"['Federal Institute For Education', 'Federal Institute Of Education']",0
10-s2.0-119898036,119898036,SQM-Vitas,,,['Sqm-vitas'],0
10-s2.0-119890925,119890925,Educational Foundation of Ituverava-FE,,,['Educational Foundation Of Ituverava-fe'],0
10-s2.0-119891750,119891750,Departamento Técnico,,,['Departamento Técnico'],0
10-s2.0-101855882,101855882,Mater Natura,,,['Mater Natura'],0
10-s2.0-119744147,119744147,Museu de Zoologia da Universidade,,,['Museu De Zoologia Da Universidade'],0
10-s2.0-114283489,114283489,Federal University Rural of Amazônia,,,"['Federal Rural University Of Amazonia', 'Federal University Rural Of Amazônia', 'Federal Rural University Of Amazônia', 'Rural Federal University Of Amazonia']",0
10-s2.0-118453536,118453536,Ministry of Regional Development,,,"['Ministry Of Regional Development', 'Ministry Of Regional Development (mdr)', 'Ministry Of Development', 'Ministry Of Agrarian Development']",0
10-s2.0-119895029,119895029,Rua Maurício Jacquey,,,['Rua Maurício Jacquey'],0
10-s2.0-119936303,119936303,Associação Brasileira dos Criadores de Girolando,,,['Associação Brasileira Dos Criadores De Girolando'],0
10-s2.0-119936751,119936751,Vinícola Legado,,,['Vinícola Legado'],0
10-s2.0-119713124,119713124,Instituto Recifes Costeiros (IRCOS),,,"['Instituto Recifes Costeiros (ircos)', 'Instituto Recifes Costeiros']",0
10-s2.0-117891351,117891351,Vale dos Bettas Fish farm,,,"['Vale Dos Bettas Fishfarm', 'Vale Dos Bettas Fish Farm']",0
10-s2.0-117215241,117215241,CPPSE,,,['Cppse'],0
10-s2.0-119892003,119892003,Akei Animal Research,,,['Akei Animal Research'],0
10-s2.0-119832011,119832011,UFPA/BIOMEDAN,,,['Ufpa/biomedan'],0
10-s2.0-119837489,119837489,IUCN Peccary Specialist Group,,,[],0
10-s2.0-119832345,119832345,UFJM,,,['Ufjm'],0
10-s2.0-108458707,108458707,CNPMF,,,['Cnpmf'],0
10-s2.0-119832201,119832201,Coordenadora Do Laboratório de Bromatologia,,,['Coordenadora Do Laboratório De Bromatologia'],0
10-s2.0-105583372,105583372,CNPq,,,['Cnpq'],0
10-s2.0-117370105,117370105,Zootecnista,,,['Zootecnista'],0
10-s2.0-119832279,119832279,Curso de Mestrado do Programa de Pós-Graduação em Saúde e Produção de Ruminantes,,,"['Titular Do Programa De Pos-graduacao Em Saude E Producao De Ruminantes', 'Curso De Mestrado Do Programa De Pós-graduação Em Saúde E Produção De Ruminantes']",0
10-s2.0-119831775,119831775,Assessoria e Consultoria TECNOPASTO,,,['Assessoria E Consultoria Tecnopasto'],0
