eid,title,published date,cited by count
2-s2.0-85090715186,In the epicenter of the epidemic: A look at COVID-19 in Italy No epicentro da epidemia: Um olhar sobre a COVID-19 na Itália En el epicentro de la epidemia: Una mirada al COVID-19 en Italia,2020-01-01,1
2-s2.0-85090713467,Folate nutritional status among psoriasis patients not exposed to anti-folate drug,2020-01-01,0
2-s2.0-85090712569,Development and assessment of an application for primary care for users with diabetes mellitus Desenvolvimento e avaliação de um aplicativo para os cuidados primários aos usuários com diabetes mellitus Desarrollo y evaluación de una aplicación de atención primaria para usuarios con diabetes mellitus,2020-01-01,7
2-s2.0-85090711898,Prevalence of the probability of mental disorder and associated factors among individuals after bariatric surgery Prevalência da probabilidade de transtorno mental e fatores associados entre indivíduos pós cirurgia bariátrica Prevalencia de la probabilidad de padecer trastorno mental y factores asociados entre individuos luego de ser sometidos a cirugía bariátrica,2020-01-01,0
2-s2.0-85090711693,Nurses’ perceptions of the quality of perioperative care Perceção dos enfermeiros sobre a qualidade em saúde no bloco operatório Percepción de los enfermeros sobre la calidad de la salud en el quirófano,2020-01-01,1
2-s2.0-85090711169,COVID-19 and digital technology: Mobile applications available for download in smartphones COVID-19 e tecnologia digital: Aplicativos móveis disponíveis para download em smartphones COVID-19 y la tecnología digital: Aplicaciones móviles disponibles para descargar en teléfonos inteligentes,2020-01-01,22
2-s2.0-85090710968,Burnout syndrome in preceptors and residents linked to family health residency programs Síndrome de burnout em preceptores e residentes vinculados a programas de residência em saúde da família Síndrome de burnout en preceptores y residentes asociados a programas de residencia en salud de la familia,2020-01-01,0
2-s2.0-85090709138,Mothers’ experiences in caring for premature newborn in the Kangaroo method Experiências das mães no cuidado ao recém-nascido prematuro no método Canguru Experiencia de madres en el cuidado de recién nacidos prematuros utilizando el método Canguro,2020-01-01,2
2-s2.0-85090701182,Prenatal consultation in primary health care: Weaknesses and strengths of Brazilian nurses’ performance Consulta de pré-natal na atenção primária à saúde: Fragilidades e potencialidades da intervenção de enfermeiros Brasileiros Consulta prenatal en la atención primaria de salud: Debilidades y potencialidades de la intervención de los enfermeros Brasileños,2020-01-01,7
2-s2.0-85090699253,Interprofessional education and faculty training in health Educação interprofissional e formação de professores em saúde,2020-01-01,2
2-s2.0-85090697871,"Domestic processing effects on antioxidant capacity, total phenols and phytate content of sorghum",2020-01-01,5
2-s2.0-85090687938,Development of an instructional prototype for technical procedures performed in a material and sterilization center Desenvolvimento de um protótipo instrucional para procedimentos técnicos em centro de material e esterilização Desarrollo de un prototipo de instrucción para procedimientos técnicos en centro de material y esterilización,2020-01-01,3
2-s2.0-85090687708,Intensive care in non-critical units: Representations and practices of novice graduate nurses O cuidado intensivo em unidades não-críticas: Representações e práticas de enfermeiros recém-formados El cuidado intensivo en unidades no críticas: Representaciones y prácticas de enfermeros recién graduados,2020-01-01,3
2-s2.0-85090687155,Cross-breastfeeding in the scenario of precarization of health work: Nurse's role Amamentação cruzada no cenário da precarização do trabalho em saúde: Atuação do enfermeiro Lactancia cruzada en el escenario de precarización del trabajo de salud: Papel de la enfermera,2020-01-01,0
2-s2.0-85090684975,The dying process and death of patients with COVID-19: A reflection in the light of spirituality O processo de morrer e morte de pacientes com COVID-19: Uma reflexão à luz da espiritualidade El proceso de murir y de muerte de pacientes con COVID-19: Una reflexión a la luz de la espiritualidad,2020-01-01,5
2-s2.0-85090676910,Educative process with relatives of children with special health needs in the hospital-home transition Processo educativo com familiares de crianças com necessidades especiais de saúde na transição hospital-casa Proceso educativo con los familiares de niños con necesidades especiales en la transición hospital-casa,2020-01-01,7
2-s2.0-85090666005,Occupational risks in the vaccination room and its implications for the health of the nursing workers Riscos ocupacionais na sala de vacinação e suas implicações à saúde do trabalhador de enfermagem Riesgos laborales en la sala de vacunación y sus implicaciones para la salud del trabajador de enfermería,2020-01-01,3
2-s2.0-85090659892,Situational diagnosis of mortality among adolescents in conditions of vulnerability Diagnóstico situacional de mortalidade entre adolescentes em condição de vulnerabilidade Diagnóstico situacional de mortalidad entre adolescentes en condiciones de vencibilidad,2020-01-01,2
2-s2.0-85090659720,Working world's configurations and the health-disease process of nursing teachers Configurações do mundo do trabalho e o processo saúde-doença dos trabalhadores docentes de enfermagem Configuraciones del mundo laboral y el proceso de salud-enfermedad de los trabajadores docentes de enfermería,2020-01-01,2
2-s2.0-85090658462,COVID-19 pandemic and rational use of personal protective equipment Pandemia de COVID-19 e o uso racional de equipamentos de proteção individual Pandemia de COVID-19 y uso racional de equipos de protección personal,2020-01-01,9
2-s2.0-85090658418,"Mais mÉdicos (More doctors) program: Narratives, changes and limits Programa mais médicos: Narrativas, mudanças e limites Programa mais médicos: Narrativas, cambios y límites",2020-01-01,0
2-s2.0-85090656556,The family composition and its association with the occurrence of pregnancy in adolescence: case-control study A composição familiar e sua associação com a ocorrência da gravidez na adolescência: Estudo caso-controle La composición familiar y su asociación con la ocurrencia del embarazo adolescente: Estudio caso-control,2020-01-01,1
2-s2.0-85090656137,Use of face masks: Indications for use and handling during the covid-19 pandemic Utilização de máscaras: Indicações de uso e manejo durante a pandemia da covid-19 Utilización de mascarillas: Indicaciones de uso e manejo durante la pandemia de COVID-19,2020-01-01,2
2-s2.0-85090649130,Critical thinking and teaching strategies for professors of undergraduation nursing courses Pensamento crítico e as estratégias de ensino para docentes do curso de graduação em enfermagem Pensamiento crítico y las estrategias de enseñanza para prodessores del curso de graduación en enfermeira,2020-01-01,0
2-s2.0-85090645090,Prevention related to the occupational exposure of health professionals workers in the COVID-19 scenario Prevenção relacionada à exposição ocupacional do profissional de saúde no cenário de COVID-19 Prevención relacionada cone la exposición ocupacional de profesionales de la salud en el escenario COVID-19,2020-01-01,46
2-s2.0-85090639429,Potentialities and limits of the clinical ethics committee and nurse participation: Reflections Potencialidades e limites do comitê de ética hospitalar e a participação do enfermeiro: Reflexões Potencialidades y límites del comité de ética asistencial y participación del enfermero: Reflexiones,2020-01-01,2
2-s2.0-85090637184,Family health strategy professional satisfaction in Brazil: A qualitative study Satisfação dos profissionais da estratégia saúde da família no Brasil: Um estudo qualitativo Satisfacción de los profesionales de la estretegia de salud familiar en el Brasil: Un estudio cualitativo,2020-01-01,6
2-s2.0-85090636007,Epidemiological information on COVID-19: Influence of cyberculture on popular engagement to control measures Informações epidemiológicas sobre a COVID-19: Influência da cibercultura no engajamento popular às medidas de controle Informaciones epidemiológicas sobre COVID-19: Poblacióninfluencia adelasla medidascíberculturade controlen el acatamiento de la población a las medidas de control,2020-01-01,1
2-s2.0-85090635230,Mixed methods research in Latin America: Initiatives and opportunities for expansion Pesquisa de métodos mistos na América Latina: Iniciativas e oportunidades de expansão Investigación de métodos mixtos en América Latina: iniciativas y oportunidades de expansión,2020-01-01,2
2-s2.0-85090625565,Is constipation associated with worse functioning in adult women? A cross-sectional study,2020-01-01,1
2-s2.0-85090624977,Using therapeutic toy for administering by inhalation in pre-schools O uso do brinquedo terapêutico na administração por inalação em pré-escolares El uso de juguete terapéutico para administración por inhalación en preescolares,2020-01-01,3
2-s2.0-85090623653,Sensorimotor alterations and associated factors in diabetes mellitus patients Alterações sensório-motoras e fatores associados em pacientes com diabetes mellitus Alteraciones sensoriomotoras y factores asociados en pacientes con diabetes mellitus,2020-01-01,1
2-s2.0-85090621890,Parents as pillars for patient safety in a neonatal unit Os pais como pilares para a segurança do paciente em unidade neonatal Padres como pilares para la seguridad del paciente em una unidad neonatal,2020-01-01,1
2-s2.0-85090621787,The moral values of nursing undergraduation: Perception of teachers and students Os valores morais da graduação de enfermagem: Percepção de professores e estudantes Los valores morales de la carrera de grado de enfermería: La percepción de docentes y estudiantes,2020-01-01,5
2-s2.0-85090619215,Vulnerability and its dimensions: Reflections on nursing care for human groups Vulnerabilidade e suas dimensões: Reflexões sobre os cuidados de enfermagem aos grupos humanos Vulnerabilidad y sus dimensiones: Reflexiones sobre los cuidados de enfermería a los grupos humanos,2020-01-01,2
2-s2.0-85090618724,Mental health interventions for health professionals in the context of the coronavirus pandemic Intervenções em saúde mental para profissionais de saúde frente a pandemia de coronavírus Intervenciones de salud mental para profesionales de la salud ante la pandemia de coronavírus,2020-01-01,6
2-s2.0-85090614974,Bioethical aspects of health care provided to older adults at the end of their lives Aspectos bioéticos dos cuidados em saúde às pessoas idosas ao fim da vida Aspectos bioéticos de los cuidados de salud a adultos mayores en el final de la vida,2020-01-01,3
2-s2.0-85090607980,"Nasal prongs: Risks, injuries incidence and preventive approaches associated with their use in newborns",2020-01-01,17
2-s2.0-85090597798,Criteria adopted for school menu planning within the framework of the Brazilian school feeding program,2020-01-01,7
2-s2.0-85090584658,Food iodine content table compiled from international databases,2020-01-01,12
2-s2.0-85090555620,Efficacy of the complementary therapies in the management of cancer pain in palliative care: A systematic review,2020-01-01,42
2-s2.0-85090375664,Incidence and type of peripheral vascular trauma in people undergoing diagnostic imaging exams Incidênciapessoas submetidase tipo de atraumatismoexames de diagnósticovascular periféricopor imagemem Incidencia y tipo de traumatismo vascular periférico en personas sometidas a examines de diagnóstico por imagen,2020-01-01,1
2-s2.0-85090372962,Data integration in mixed-method research studies: Challenge and opportunity for nursing Integração de dados em pesquisas de métodos mistos: Desafio e oportunidade para a enfermagem Integración de datos en investigación de métodos mixtos: Desafío y oportunidad para la enfermería,2020-01-01,5
2-s2.0-85090372273,Rehabilitation nursing care and emancipatory process Cuidado em enfermagem de reabilitação e processo emancipatório Atención de enfermería de rehabilitación y proceso de emancipación,2020-01-01,7
2-s2.0-85090369363,Permanent education in the health care network for women in situations of violence Educação permanente na rede de atenção às mu-lheres em situação de violência Educación continua en la red de atención a mujeres en situación de violencia,2020-01-01,1
2-s2.0-85090369342,Resilience in adolescents with chronic illness: The nurses’ role in its promotion A resiliência de adolescentes com doença crónica: O papel do enfermeiro na sua promoção La resiliencia de los adolescentes con enfermedad crónica: El papel del enferme-ro en su promoción,2020-01-01,2
2-s2.0-85090329357,Sustainable food systems for healthy eating Sistemas alimentarios sostenibles para una alimentación saludable,2020-01-01,8
2-s2.0-85090290123,Functional capacity and self-care in older adults with diabetes mellitus Capacidade funcional e autocuidado em idosos com diabetes mellitus Capacidad funcional y autocuidado en ancianos con diabetes mellitus,2020-01-01,7
2-s2.0-85090283921,Factors associated with the consumption of fruits and vegetables by schoolchildren: A comparative analysis between 2007 and 2012,2020-01-01,1
2-s2.0-85090271020,Senses and meanings of conservative treatment in people with chronic kidney disease Sentidos e significados do tratamento conservador nas pessoas com doença renal crônica Sentidos y significados del tratamiento conservador en personas con insuficiencia renal crónica,2020-01-01,3
2-s2.0-85090268352,"Changes in diet quality 6 and 12 months post-intervention: The Healthy Habits, Healthy Girls: A Brazilian study",2020-01-01,1
2-s2.0-85090254369,Validation of hospital effectiveness indicators in the patient-centered care dimension Validação de indicadores de efetividade hospitalar na dimensão cuidado centrado no doente Validación de los indicadores de eficacia hospitalaria en la dimensión de la atención centrada en el paciente,2020-01-01,5
2-s2.0-85090252829,Hypomagnesemia in obese subjects: Evidence of systematic review and meta-analysis,2020-01-01,3
2-s2.0-85090182331,Tuberculosis associated with the living conditions in an endemic municipality in the north of Brazil Tuberculose associada às condições de vida em município endêmico da região Norte do Brasil Tuberculosis asociada con condiciones de vida en un municipio endémico en el Norte de Brasil,2020-01-01,7
2-s2.0-85090181794,Psychosocial factors and burnout syndrome among mental health professionals Fatores psicossociais e Síndrome de Burnout entre os profissionais dos serviços de saúde mental Factores psicosociales y Síndrome de Burnout entre los profesionales de servicios de salud mental,2020-01-01,13
2-s2.0-85090181452,Schfi 6.2 self-care confidence scale-brazilian version: Psychometric analysis using the rasch model Escala de Confiança no Autocuidado do SCHFI 6.2 - Versão Brasileira: análise psicométrica pelo modelo de Rasch Escala de Confianza en el Autocuidado del SCHFI 6.2- Versión Brasileña: análisis psicométrica utilizando el modelo de Rasch,2020-01-01,0
2-s2.0-85090181310,Late diagnosis of human immunodeficiency virus infection and associated factors Diagnóstico tardio de infecção pelo Vírus da Imunodeficiência Humana e fatores associados Diagnóstico tardío de infección por el virus de la inmunodeficiencia humana y factores asociados,2020-01-01,20
2-s2.0-85090180521,Workaholism among stricto sensu graduate nursing professors in brazil Workaholism entre docentes de pós-graduação stricto sensu em enfermagem no Brasil Workaholism entre los docentes de posgrado en enfermería de stricto sensu en Brasil,2020-01-01,6
2-s2.0-85090180376,"Systematic review and meta-analysis comparing ventilatory support in chemical, biological and radiological emergencies Revisão sistemática e metanálise comparando técnicas de suporte ventilatório em emergências químicas, biológicas e radiológicas Comparación de técnicas de soporte ventilatorio en situaciones de emergencia química, biológica y radiológica: Revisión sistemática y meta-análisis",2020-01-01,0
2-s2.0-85090179834,The ethical dimension of problems faced in general medicine: Relationship with moral sensitivity Dimensão ética dos problemas enfrentados em ambientes de clínica médica: relações com a sensibilidade moral Dimensión ética de los problemas que se enfrentan en entornos de clínicas médicas: relaciones con sensibilidad moral,2020-01-01,6
2-s2.0-85090179000,Measurement of wound area for early analysis of the scar predictive factor Mensuração da área de feridas para análise precoce do fator preditivo cicatricial Medición del área de heridas para el análisis temprano del factor predictivo de cicatriz,2020-01-01,14
2-s2.0-85090176444,Aerobic exercise training attenuates detrimental effects of cigarette smoke exposure on peripheral muscle through stimulation of the Nrf2 pathway and cytokines: A time-course study in mice,2020-01-01,12
2-s2.0-85090175939,Is power training effective to produce muscle hypertrophy in older adults? A systematic review and meta-analysis,2020-01-01,21
2-s2.0-85090171978,Pterostilbene improves cardiac function in a rat model of right heart failure through modulation of calcium handling proteins and oxidative stress,2020-01-01,18
2-s2.0-85089933208,Contributions of the Education through Work for Health Program to the preceptors of Primary Healthcare,2020-01-01,0
2-s2.0-85089932228,Institutional analysis in scientific health production: an integrative literature review,2020-01-01,2
2-s2.0-85089931940,Stress factors of nursing students in their final year,2020-01-01,5
2-s2.0-85089926561,"Vulnerabilities and clinical manifestations in scorpion envenomations in Santarém, Pará, Brazil: a qualitative study Vulnerabilidades e manifestações clínicas em envenenamentos por escorpiões em Santarém, Pará, Brasil: estudo qualitativo Vulnerabilidades y manifestaciones clínicas en envenenamiento de escorpiones en Santarém, Pará, Brasil: estudio cualitativo",2020-01-01,5
2-s2.0-85089925837,Soul care in the hospital nursing context:an analysis based on Transpersonal Caring,2020-01-01,4
2-s2.0-85089855116,"Maternal and perinatal parameters after non-pharmacological interventions: A randomised, controlled clinical trial Parâmetros maternos e perinatais após intervenções não farmacológicas: Um ensaio clínico randomizado controlado Parámetros maternos y perinatales luego de intervenciones no farmacológicas: Un ensayo clínico aleatorizado controlado",2020-01-01,5
2-s2.0-85089854529,Development and implementation of a clinical pathway to reduce inappropriate admissions among patients with community-acquired pneumonia in a private health system in brazil: An observational cohort study and a promising tool for efficiency improvement,2020-01-01,1
2-s2.0-85089844153,End-of-life comfort in intensive care: The perception of the multidisciplinary team Conforto no final de vida na terapia intensiva: Percepção da equipe multiprofissional Bienestar al final de la vida en unidad de cuidados intensivos: Percepción del equipo multiprofesional,2020-01-01,8
2-s2.0-85089838376,Association between breastfeeding and overweight in preschoolers Associação entre aleitamento materno e excesso de peso em pré-escolares Relación entre la lactancia materna y el exceso de peso en niños preescolares,2020-01-01,2
2-s2.0-85089838264,Frailty and risk of falling in the older adult living at home Fragilidade e risco de queda em idosos que vivem no domicílio Fragilidad y riesgo de caída de ancianos que viven en su domicilio,2020-01-01,8
2-s2.0-85089835345,Sleep quality and associated factors in nursing undergraduates Qualidade do sono e fatores associados em universitários de enfermagem Calidad del sueño y factores relacionados en estudiantes universitarios de Enfermería,2020-01-01,8
2-s2.0-85089819981,Implications of institutional racism in the therapeutic itinerary of people with Chronic Renal Failure,2020-01-01,4
2-s2.0-85089817663,Use of nutritional food labels and consumers' confidence in label information,2020-01-01,9
2-s2.0-85089811617,Educational nutritional intervention program improved the quality of diet of women with breast cancer in adjuvant treatment,2020-01-01,2
2-s2.0-85089807458,Quality of life of older adults admitted to a Medical Clinic Unit of a Public Hospital in Brazil,2020-01-01,2
2-s2.0-85089785850,Influence of Muscle Strength Gains on Functional Capacity Improvements following Resistance Training in Older Adults: A Linear Mixed Model Approach,2020-01-01,4
2-s2.0-85089778664,Promotion of physical activities and healthy eating habits in Primary Care: Maintenance of benefits,2020-01-01,5
2-s2.0-85089776087,Dissatisfaction with body image and associated factors in adult women,2020-01-01,6
2-s2.0-85089768749,"Development of an international classification of functioning, disability and health core set for adults with chronic kidney disease undergoing hemodialysis: A scoping review protocol",2020-01-01,3
2-s2.0-85089768558,Effects of transcranial direct current stimulation on heart rate variability: A systematic review protocol,2020-01-01,2
2-s2.0-85089714623,The impact of work on the health of nursing professionals,2020-01-01,1
2-s2.0-85089714579,Absenteeism and the technical safety index of a tertiary hospital nursing team,2020-01-01,8
2-s2.0-85089714575,Intensity and frequency of moral distress in Brazilian nurses,2020-01-01,15
2-s2.0-85089714538,Clinical study of dysfunctional ventilatory weaning response in critically ill patients Estudio clínico de Respuesta Ventilatoria Disfuncional al Destete en pacientes críticos Estudo clínico da Resposta Disfuncional ao Desmame Ventilatório em pacientes críticos,2020-01-01,6
2-s2.0-85089714531,Factors associated with bone mineral density in adults: A cross-sectional population-based study,2020-01-01,5
2-s2.0-85089714529,Instruments for assessing professional nursing practice environments: An integrative review Instrumentos para avaliação dos ambientes da prática profissional de enfermagem: revisão integrativa Instrumentos para la evaluación de los entornos de la práctica profesional de enfermería: revisión integradora,2020-01-01,11
2-s2.0-85089714520,Contraceptive use and the intention to become pregnant among women attending the brazilian unified health system,2020-01-01,5
2-s2.0-85089714510,Violence at work in emergency care units: Nurses’ experiences Violência no trabalho em unidades de pronto atendimento: vivências de enfermeiros Violencia laboral en los centros de emergencia: experiencia de los enfermeros,2020-01-01,9
2-s2.0-85089714454,Education to prevent ventilator-associated pneumonia in intensive care unit Educação para prevenção da pneumonia associada à ventilação mecânica em unidade de terapia intensiva Educación para la prevención de la neumonía asociada a la ventilación mecánica en una unidad de cuidados intensivos,2020-01-01,20
2-s2.0-85089714436,The health/disease transition process in chronic kidney disease patients: Contributions to nursing care,2020-01-01,6
2-s2.0-85089714432,Importance of families in nursing care for people with mental disorders: Attitudes of Portuguese and Brazilian nurses,2020-01-01,12
2-s2.0-85089714430,"Evaluating the ""satisfaction"" and ""self-confidence"" in nursing students in undergoing simulated clinical experiences",2020-01-01,15
2-s2.0-85089714409,Evaluation of healthcare networks by nurses in the Family Health Strategy,2020-01-01,4
2-s2.0-85089714388,Critical incidents as perceived by rapid response teams in emergency services,2020-01-01,3
2-s2.0-85089714366,"Lean Healthcare in the institutional, professional, and patient perspective: an integrative review Lean Healthcare na perspectiva institucional, profissional e do paciente: uma revisão integrativa Lean Healthcare en la perspectiva institucional, profesional y del paciente: una revisión integrativa",2020-01-01,14
2-s2.0-85089714348,Social attributes of the male that incite the violence by intimate partner Atributos sociais da masculinidade que suscitam a violência por parceiro íntimo Atributos sociales de la masculinidad que suscita la violencia por pareja íntima,2020-01-01,6
2-s2.0-85089714329,Technical schools of the unified health system: An analysis of nursing education,2020-01-01,5
2-s2.0-85089714315,Development and validation of a video on bed baths Elaboração e validação de um vídeo sobre banho no leito Elaboración y validación de un video sobre baño en la cama,2020-01-01,12
2-s2.0-85089714302,"Protection network in the assistance to children, adolescents and their families in situation of violence Rede de proteção na assistência às crianças, adolescentes e suas famílias em situação de violência Red de protección en asistencia a niños, adolescentes y sus familias en situación de violencia",2020-01-01,4
2-s2.0-85089714282,Nurse empowerment through pharmacogenetics,2020-01-01,4
2-s2.0-85089711409,Measurement of iron content and detection of sulfate ion in traditional/ industrial canned black olives in Iran,2020-01-01,2
2-s2.0-85089690010,Mothers’ perceptions of the importance of breastfeeding and difficulties encountered in the process of breastfeeding Perceção sobre a importância do aleitamento ma-terno pelas mães e dificuldades enfrentadas no processo de amamentação Percepción de la importancia de la lactancia materna para las madres y dificultades,2020-01-01,3
2-s2.0-85089658451,Elective cesarean section for the prevention of pain during labor and delivery: Is it based on evidence?,2020-01-01,2
2-s2.0-85089572775,Peak Expiratory Flow as an Index of Frailty Syndrome in Older Adults: A Cross-Sectional Study,2020-01-01,15
2-s2.0-85089408406,Management tools in nursing care for children with pressure injury Ferramentas gerenciais no cuidado de enfermagem a criança com lesão por pressão Herramientas de gestión em atención de enfermería para niños con lesión de presión,2020-01-01,3
2-s2.0-85089408233,Reconfiguration of palliative oncological nursing care: nursing contributions Reconfiguração dos cuidados paliativos de enfermagem oncológica: contribuições da enfermagem Reconfiguración del cuidado de enfermería oncológica paliativa: contribuciones de enfermería,2020-01-01,2
2-s2.0-85089408226,Eliot Freidson’s sociology of professions: an interpretation for Health and Nursing Sociologia das profissões de Eliot Freidson: interpretação para a Saúde e Enfermagem Sociología de las profesiones de Eliot Freidson: interpretación para la Salud y la Enfermería,2020-01-01,17
2-s2.0-85089408194,Cloth face masks to prevent covid-19 and other respiratory infections Máscaras de tecido para a prevenção da COVID-19 e outras infecções respiratórias Máscaras de tejido para la prevención de Covid-19 y otras infecciones respiratorias,2020-01-01,20
2-s2.0-85089408190,Maternal nutritional status in diabetes mellitus and neonatal characteristics at birth Estado nutricional materno no diabetes mellitus e características neonatais ao nascimento Estado nutricional materno en diabetes mellitus y características neonatales al nacimiento,2020-01-01,1
2-s2.0-85089408108,For a Vygotskian concept of nurse professional identity: reflective essay Por um conceito vigotskiano da identidade profissional do enfermeiro: ensaio reflexivo Por un concepto vigotskiano de la identidad profesional del enfermero: ensayo reflexivo,2020-01-01,0
2-s2.0-85089408082,"Analysis of the correlation of socioeconomic, sanitary, and demographic factors with homicide deaths – Bahia, Brazil, 2013–2015 Análise da correlação entre fatores socioeconômicos, sanitários, demográficos e óbitos por homicídio – Bahia, Brasil, 2013-2015 Análisis de la correlación entre factores socioeconómicos, sanitarios, demográficos y muertes por homicidio – Bahia, Brasil, 2013-2015",2020-01-01,3
2-s2.0-85089408050,"Care recommendations for parturient and postpartum women and newborns during the covid-19 pandemic: A scoping review Recomendações assistenciais à parturiente, puérpera e recém-nascido durante a pandemia de COVID-19: revisão de escopo Recomendaciones asistenciales a la mujer en el parto y postparto y al recién nacido durante la pandemia de COVID-19: revisión sistemática exploratoria",2020-01-01,17
2-s2.0-85089407963,Risk factors for constant glycemic variability in pregnant women: a case-control study Fatores de risco para variabilidade glicêmica constante em gestantes: estudo caso-controle Factores de riesgo para la variabilidad glicêmica constante en mujeres embarazadas: un estudio de caso-control,2020-01-01,2
2-s2.0-85089407887,Burden on caregivers of patients with sequelae of cerebrovascular accident Sobrecarga de cuidadores de pessoas com sequela de acidente vascular encefálico Sobrecarga de cuidadores de personas con secuelas de accidente cerebrovascular,2020-01-01,8
2-s2.0-85089407744,"Knowledge, applicability and importance attributed by nursing undergraduates to communicative strategies Conhecimento, aplicabilidade e importância atribuídos por graduandos de enfermagem às estratégias comunicativas terapêuticas Conocimiento, aplicabilidad e importancia atribuidos por graduandos de enfermería a las técnicas comunicativas",2020-01-01,3
2-s2.0-85089407720,Covid-19 pandemic and the judicialization of health care: An explanatory case study Pandemia da COVID-19 e a judicialização da saúde: Estudo de caso explicativo Pandemia de la Covid-19 y la judicialización de la salud: Estudio de caso explicativo,2020-01-01,4
2-s2.0-85089407714,University educational management and clinical practice applied to nursing by the faculty of a public university Gestão educacional universitária e prática clínica aplicada à enfermagem por docentes em uma universidade pública Gestión educativa universitaria y práctica clínica aplicadas a la enfermería por maestros en una universidad pública,2020-01-01,0
2-s2.0-85089407705,Nursing care with surgical arteriovenous shunt in renal dialysis: a validation study Cuidado de enfermagem com a derivação arteriovenosa cirúrgica na diálise renal: estudo de validação Cuidado de enfermería con la derivación arteriovenosa quirúrgica en la diálisis renal: estudio de validación,2020-01-01,3
2-s2.0-85089400623,Urban traffic and the stress factors perceived by bus drivers: A phenomenological study O trânsito urbano e os fatores estressantes percebidos por motoristas de ônibus: Estudo fenomenológico El tráfico urbano y los factores estresantes percibidos por los conductores de autobuses: Un estudio descriptivo fenomenológico,2020-01-01,2
2-s2.0-85089398181,Educational technology on home care with low-risk newborns Tecnologia educativa sobre cuidados domiciliares com o recém-nascido de baixo risco Tecnología educativa para el cuidado del hogar con recién nacidos de bajo riesgo,2020-01-01,5
2-s2.0-85089371147,Postexercise hypotension after muscle power training session in older adults with hypertension,2020-01-01,8
2-s2.0-85089364136,Time perspective: Discussions on the application of the concept in the area of health and nursing Perspectiva temporal: Discussões sobre a aplicação do conceito na área da saúde e enfermagem Perspectiva temporal: Discusiones sobre la aplicación del concepto en el área de la salud y de la enfermería,2020-01-01,0
2-s2.0-85089363378,Therapeutic hypothermia in neonatal hypoxic-ischemic encephalopathy: Integrative review Hipotermia terapêutica na encefalopatia hipóxico-isquêmica neonatal: Revisão integrativa Hipotermia terapéutica en la encefalopatía hipóxico-isquémica neonatal: Revisión integrativa,2020-01-01,1
2-s2.0-85089363042,Musculoskeletal disorders and actions to reduce the occurrence in nursing workers Distúrbios osteomusculares e ações para reduzir a ocorrência em trabalhadores de enfermagem Trastornos musculoesqueléticos y acciones para reducir la ocurrencia en trabajadores de enfermería,2020-01-01,3
2-s2.0-85089361625,Cardiorespiratory arrest in a coronavirus pandemic: Comprehensive literature review Parada cardiorrespiratória na pandemia por coronavírus: Revisão compreensiva da literatura Paro cardiorrespiratorio en una pandemia de coronavirus: Revisión exhaustiva de la literatura,2020-01-01,0
2-s2.0-85089360163,Awareness of dementia and coping to preserve quality of life: a five-year longitudinal narrative study,2020-01-01,10
2-s2.0-85089335546,Hemorrhagic accidents caused by Lonomia obliqua,2020-01-01,0
2-s2.0-85089334103,HIV-associated kidney disease,2020-01-01,1
2-s2.0-85089333296,Viral hepatitis and kidney disease,2020-01-01,0
2-s2.0-85089332047,Tropical diseases in kidney transplantation,2020-01-01,1
2-s2.0-85089331849,Leptospirosis and weil’s syndrome,2020-01-01,0
2-s2.0-85089331812,Schistosomiasis mansoni-associated kidney disease,2020-01-01,3
2-s2.0-85089331594,Malaria and renal complications,2020-01-01,0
2-s2.0-85089331581,Visceral leishmaniasis (Kala-Azar) nephropathy,2020-01-01,2
2-s2.0-85089331192,Acute kidney injury in Tetanus,2020-01-01,1
2-s2.0-85089329957,Tropical nephrology,2020-01-01,2
2-s2.0-85089329887,Nephropathy in lymphatic filariasis,2020-01-01,4
2-s2.0-85089329694,Acute kidney injury in yellow fever,2020-01-01,0
2-s2.0-85089329662,Snakebites accidents and renal complications,2020-01-01,0
2-s2.0-85089327529,Leprosy nephropathy,2020-01-01,0
2-s2.0-85089326337,Renal tuberculosis,2020-01-01,0
2-s2.0-85089325885,Renal involvement in chagas’ disease (American trypanosomiasis),2020-01-01,1
2-s2.0-85089325558,Toxic acute kidney injury,2020-01-01,1
2-s2.0-85089324329,Post-streptococcal and epidemic glomerulonephritis,2020-01-01,0
2-s2.0-85089323867,Renal function evaluation in tropical diseases,2020-01-01,0
2-s2.0-85089323220,Staphylococcal infections and kidney disease,2020-01-01,0
2-s2.0-85089322174,Renal involvement in patients with arbovirus infections,2020-01-01,3
2-s2.0-85089320705,Foreword,2020-01-01,0
2-s2.0-85089319514,Hantavirus infection and the renal syndrome,2020-01-01,5
2-s2.0-85089319502,Renal involvement in American cutaneous leishmaniasis,2020-01-01,0
2-s2.0-85089298477,"Effects of Probiotics Supplementation on Gastrointestinal Symptoms and SIBO after Roux-en-Y Gastric Bypass: a Prospective, Randomized, Double-Blind, Placebo-Controlled Trial",2020-01-01,35
2-s2.0-85089247167,Transformational leadership: journal club for emergency and intensive care nurse managers Liderança transformacional: clube de leitura para enfermeiros gerentes de urgência e emergência Liderazgo transformacional: club de lectura para enfermeros gerentes de urgencia y emergência,2020-01-01,7
2-s2.0-85089171497,Profile of female deaths by homicide in the city of Goiânia Perfil dos óbitos femininos por homicídios no município de Goiânia Perfil de homicidio muerte de mujeres en la ciudad de Goiania,2020-01-01,4
