Código Mantenedora,Razão Social,CNPJ,Natureza Jurídica,Código IES,Instituição(IES),Sigla,Telefone,Sitio,e-Mail,Endereço Sede,Município,UF,Organização Acadêmica,Tipo de Credenciamento,Categoria,Categoria Administrativa,Data do Ato de Criação da IES,CI,Ano CI,CI-EaD,Ano CI-EaD,IGC,Ano IGC,Reitor/Dirigente Principal,Representante Legal,Sinalizações Vigentes,Situação da IES,Data de Descredenciamento,eid,afid,name,domain,url,variants,name_match,url_match,domain_match,variant_match
497,UNIAO SOCIAL CAMILIANA,58.250.689/0001-92,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,737,CENTRO UNIVERSITÁRIO SÃO CAMILO (SAO CAMILO),SAO CAMILO,(11)34652606 (11)34652603,www.saocamilo-sp.br,celinac@saocamilo-sp.br;carlos.ferrara@saocamilo-sp.br; bruna.gregorio@saocamilo-sp.br,Avenida Nazaré - 1.501 - CEP: 04263-200 - Ipiranga,São Paulo,SP,Centro Universitário,EAD - Superior / Presencial - Superior /,Privada,Privada sem fins lucrativos,1976-01-16,5,2025.0,5,2022.0,4,2023.0,,,,Ativa,,10-s2.0-118302951,118302951,Centro Universitário São Camilo,,,"['Centro Universitário São Camilo', 'Centro Universitário São Camilo - Es']",1,0,0,1
497,UNIAO SOCIAL CAMILIANA,58.250.689/0001-92,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,737,CENTRO UNIVERSITÁRIO SÃO CAMILO (SAO CAMILO),SAO CAMILO,(11)34652606 (11)34652603,www.saocamilo-sp.br,celinac@saocamilo-sp.br;carlos.ferrara@saocamilo-sp.br; bruna.gregorio@saocamilo-sp.br,Avenida Nazaré - 1.501 - CEP: 04263-200 - Ipiranga,São Paulo,SP,Centro Universitário,EAD - Superior / Presencial - Superior /,Privada,Privada sem fins lucrativos,1976-01-16,5,2025.0,5,2022.0,4,2023.0,,,,Ativa,,10-s2.0-100430997,100430997,Centro Universitário São Camilo,,,[],1,0,0,0
543,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,03.709.814/0001-98,Privada sem fins lucrativos,3985,CENTRO UNIVERSITÁRIO SENAC (SENACSP),SENACSP,56827444;56827300;56827397,www.sp.senac.br,michelle.cvigueles@sp.senac.br,Av. Engenheiro Eusébio Stevaux - nº 823 - CEP: 04696-000 - Jurubatuba,São Paulo,SP,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,1988-12-22,4,2024.0,5,2023.0,3,2023.0,,,,Ativa,,10-s2.0-60257332,60257332,Serviço Nacional de Aprendizagem Comercial,sp.senac.br,https://www.sp.senac.br/,"['Senac São Paulo', 'Serviço Nacional de Aprendizagem Comercial', 'National Commercial Apprenticeship Service']",0,1,1,0
778,INSTITUTO SANTA TERESA,51.778.645/0001-90,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,738,CENTRO UNIVERSITÁRIO TERESA D'ÁVILA (FATEA),FATEA,(12) 2124-2816 / (12) 2124-2879,https://unifatea.edu.br/,reitoria@unifatea.edu.br; secretaria.geral@unifatea.edu.br,Avenida Doutor Peixoto de Castro - 539 - CEP: 12606-580 - Cruz,Lorena,SP,Centro Universitário,EAD - Superior / Presencial - Superior /,Privada,Privada sem fins lucrativos,1975-08-15,4,2023.0,4,2019.0,3,2023.0,,,,Ativa,,10-s2.0-60289948,60289948,Centro Universitário Teresa D’Ávila,unifatea.edu.br,https://unifatea.edu.br/,"['Centro Universitário Teresa D’Ávila', ""Teresa D'Ávila University Center""]",0,1,1,0
778,INSTITUTO SANTA TERESA,51.778.645/0001-90,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,738,CENTRO UNIVERSITÁRIO TERESA D'ÁVILA (FATEA),FATEA,(12) 2124-2816 / (12) 2124-2879,https://unifatea.edu.br/,reitoria@unifatea.edu.br; secretaria.geral@unifatea.edu.br,Avenida Doutor Peixoto de Castro - 539 - CEP: 12606-580 - Cruz,Lorena,SP,Centro Universitário,EAD - Superior / Presencial - Superior /,Privada,Privada sem fins lucrativos,1975-08-15,4,2023.0,4,2019.0,3,2023.0,,,,Ativa,,10-s2.0-122264033,122264033,UNIFATEA – Centro Universitário Teresa D’ávila,,,"['Unifatea – Centro Universitário Teresa D’ávila', ""Centro Universitário Teresa D'avila (unifatea)"", ""Centro Universitario Teresa D'ávila. Lorena""]",0,0,0,1
17362,UNIAO BANDEIRANTE DE EDUCACAO E CULTURA S.A.,32.754.233/0001-76,Privada com fins lucrativos,254,CENTRO UNIVERSITÁRIO UNI-BAN (UNI-BAN),UNI-BAN,11-4637-2000,http://www.uniaobandeirante.edu.br,hpsf2014@gmail.com,Rua Maria Cândida - 1789 - CEP: 02071-013 - Vila Guilherme,São Paulo,SP,Centro Universitário,EAD - Superior / Presencial - Superior /,Privada,Privada com fins lucrativos,1970-04-24,5,2023.0,4,2021.0,3,2021.0,,,Unificação de Mantidas,Ativa,,10-s2.0-60008976,60008976,Universidade Bandeirante de Sao Paulo,uniaobandeirante.edu.br,https://uniaobandeirante.edu.br/,"['Bandeirante University of Sao Paulo', 'Universidade Bandeirante de Sao Paulo']",0,1,1,0
91,INSTITUICAO EDUCACIONAL ATIBAIENSE LIMITADA,44.705.705/0001-80,Privada com fins lucrativos,5312,Centro Universitário UNIFAAT (UNIFAAT),UNIFAAT,(11)44144140,www.unifaat.com.br,unifaat@unifaat.edu.br ; saulo.vernalha@faat.edu.br / paulo.rosa@faat.edu.br,Estrada Municipal Juca Sanches - 1050 - CEP: 12954-070 - Jardim Brogotá,Atibaia,SP,Centro Universitário,EAD - Superior / Presencial - Superior /,Privada,Privada com fins lucrativos,1971-11-18,4,2024.0,4,2019.0,3,2023.0,,,,Ativa,,10-s2.0-110140205,110140205,Centro Universitário UNIFAAT,,,[],1,0,0,0
96,ASSOCIACAO DE EDUCACAO E CULTURA DO NORTE PAULISTA,57.713.281/0001-47,Privada sem fins lucrativos,2774,Centro Universitário UNIFAFIBE (FAFIBE),FAFIBE,(17)33447100,www.unifafibe.com.br,unifafibe@unifafibe.com.br,Rua Professor Orlando França de Carvalho - 110/325 / 326 - CEP: 14701-070 - Centro,Bebedouro,SP,Centro Universitário,EAD - Superior / Presencial - Superior /,Privada,Privada sem fins lucrativos,1970-07-17,5,2023.0,4,2021.0,4,2023.0,,,,Ativa,,10-s2.0-118346112,118346112,Centro Universitário UNIFAFIBE,,,"['Centro Universitário Unifafibe', 'Centro Universitário (unifafibe)']",1,0,0,1
110,FUNDACAO GETULIO VARGAS,33.641.663/0001-44,Privada sem fins lucrativos,2129,ESCOLA DE ECONOMIA DE SÃO PAULO (EESP),EESP,(11) 3799-3350,www.fgv.br/eesp,lilian.furquim@fgv.br,Rua Doutor Plínio Barreto - 365 - CEP: 01313-020 - Bela Vista,São Paulo,SP,Faculdade,EAD - Superior / Presencial - Superior /,Privada,Privada sem fins lucrativos,2003-04-16,5,2024.0,5,2021.0,5,2023.0,,,,Ativa,,10-s2.0-100623581,100623581,Escola de Economia de São Paulo,,,[],1,0,0,0
52,FUNDACAO MUNICIPAL DE ENSINO DE PIRACICABA,54.393.491/0001-07,Pessoa Jurídica de Direito Público - Municipal,67,ESCOLA DE ENGENHARIA DE PIRACICABA (EEP/FUMEP),EEP/FUMEP,(19) 3412-1101/3412-1102/3412-1103,www.fumep.edu.br,silmara.prata@fumep.edu.br,Avenida Monsenhor Martinho Salgot - 560 - CEP: 13414-040 - Areião,Piracicaba,SP,Faculdade,EAD - Superior / Presencial - Superior /,Publica,Pública Municipal,1968-12-06,-,,-,,3,2023.0,,,,Ativa,,10-s2.0-101789845,101789845,Escola de Engenharia de Piracicaba,,,"['Escola De Engenharia De Piracicaba', 'Escola De Engenharia De Piracicaba - Eep']",1,0,0,1
52,FUNDACAO MUNICIPAL DE ENSINO DE PIRACICABA,54.393.491/0001-07,Pessoa Jurídica de Direito Público - Municipal,67,ESCOLA DE ENGENHARIA DE PIRACICABA (EEP/FUMEP),EEP/FUMEP,(19) 3412-1101/3412-1102/3412-1103,www.fumep.edu.br,silmara.prata@fumep.edu.br,Avenida Monsenhor Martinho Salgot - 560 - CEP: 13414-040 - Areião,Piracicaba,SP,Faculdade,EAD - Superior / Presencial - Superior /,Publica,Pública Municipal,1968-12-06,-,,-,,3,2023.0,,,,Ativa,,10-s2.0-112901244,112901244,Escola de Engenharia de Piracicaba,,,['Escola de Engenharia de Piracicaba'],1,0,0,1
229,FUNDACAO GAMMON DE ENSINO,53.640.876/0001-69,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,1221,Escola Superior de Agronomia de Paraguaçu Paulista (ESAPP),ESAPP,(18) 3361 9492,www.funge.com.br,secretaria@esapp.edu.br,Rua Jayme Monteiro - 791 - CEP: 19700-059 - Centro,Paraguaçu Paulista,SP,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,1998-11-24,4,2024.0,-,,2,2023.0,,,,Ativa,,10-s2.0-101578404,101578404,Escola Superior de Agronomia de Paraguaçu Paulista,,,['Escola Superior De Agronomia De Paraguaçu Paulista'],1,0,0,1
74,MUNICIPIO DE JUNDIAI,45.780.103/0001-50,Administração pública em geral,94,ESCOLA SUPERIOR DE EDUCAÇÃO FÍSICA DE JUNDIAÍ (ESEFJ),ESEFJ,(11) 4805-7952,www.esef.br,secretaria@esef.br,Rua Rodrigo Soares de Oliveira - S/N - CEP: 13208-120 - ANHANGABAU,Jundiaí,SP,Faculdade,EAD - Superior / Presencial - Superior /,Privada,Pública Municipal,1974-03-13,-,,-,,-,,,,,Ativa,,10-s2.0-106622054,106622054,Escola Superior de Educação Física de Jundiaí,,,"['Escola Superior De Educação Física De Jundiaí', 'Escola Superior De Educação Física De Jundiaí (esefj)', 'Escola Superior De Educação Física - Esef', 'Escola Superior De Educação Fìsica- Esef', 'Educação Física De Jundiaí (esefj)']",1,0,0,2
412,ASSOCIACAO ESCOLA SUPERIOR DE PROPAGANDA E MARKETING,61.825.675/0001-64,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,636,ESCOLA SUPERIOR DE PROPAGANDA E MARKETING (ESPM),ESPM,(11) 5085 4530,www.espm.br,sonia@espm.br; elongo@espm.br,Rua Doutor Álvaro Alvim - 123 - CEP: 04018-010 - Vila Mariana,São Paulo,SP,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,1975-05-27,5,2019.0,-,,3,2023.0,,,,Ativa,,10-s2.0-127190497,127190497,Escola Superior de Propaganda e Marketing (ESPM),,,[],1,0,0,0
412,ASSOCIACAO ESCOLA SUPERIOR DE PROPAGANDA E MARKETING,61.825.675/0001-64,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,636,ESCOLA SUPERIOR DE PROPAGANDA E MARKETING (ESPM),ESPM,(11) 5085 4530,www.espm.br,sonia@espm.br; elongo@espm.br,Rua Doutor Álvaro Alvim - 123 - CEP: 04018-010 - Vila Mariana,São Paulo,SP,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,1975-05-27,5,2019.0,-,,3,2023.0,,,,Ativa,,10-s2.0-60084121,60084121,Escola Superior de Propaganda e Marketing,espm.br,https://www.espm.br/en/,[],1,0,1,0
15896,CENTRO TECNOLOGICO DE ITAPEVI LTDA,15.492.008/0001-90,Privada com fins lucrativos,17928,Faculdade Aliança Educacional do Estado de São Paulo,-,42050838 47742416,faeesp.edu.br,atendimento@faeesp.edu.br,Avenida Presidente Vargas - 403-425 - CEP: 06694-000 - Nova Itapevi,Itapevi,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2017-02-03,3,2022.0,4,2020.0,3,2023.0,,,,Ativa,,10-s2.0-112962031,112962031,Faculdade Aliança Educacional do Estado de São Paulo,,,"['Faculdade De Tecnologia Do Estado De São Paulo', 'Faculdade Unificada Do Estado De São Paulo (fauesp)', 'Faculdade Aliança Educacional Do Estado De São Paulo', 'Hospital De Transplantes Do Estado De São Paulo', 'Faculdade Mogiana Do Estado De São Paulo (fmg)', 'Faculdade De Tecnologia Do Estado De', 'Faculdade De Tecnologia De Sãdo Paulo', 'Faculdade Aliança Educacional Do Estado De São Paulo (faeesp)', 'Faculdade Aliança Educacional Do Estado De Sao Paulo', 'Factildade De Tecnologia De Sao Paulo']",1,0,0,3
16452,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,04.310.392/0001-46,Privada com fins lucrativos,3603,FACULDADE ANHANGUERA DE GUARULHOS,-,(11) 21071900,www.anhanguera.com,ddi@kroton.com.br; natalia.rodrigues@kroton.com.br,Rua Papa Pio XII - 291 - CEP: 07113-000 - Macedo,Guarulhos,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,1999-10-20,4,2023.0,-,,3,2023.0,,,,Ativa,,10-s2.0-119829637,119829637,Faculdade Anhanguera de Guarulhos,,,['Faculdade Anhanguera De Guarulhos'],1,0,0,1
16452,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,04.310.392/0001-46,Privada com fins lucrativos,3603,FACULDADE ANHANGUERA DE GUARULHOS,-,(11) 21071900,www.anhanguera.com,ddi@kroton.com.br; natalia.rodrigues@kroton.com.br,Rua Papa Pio XII - 291 - CEP: 07113-000 - Macedo,Guarulhos,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,1999-10-20,4,2023.0,-,,3,2023.0,,,,Ativa,,10-s2.0-118302723,118302723,Faculdade Anhanguera de Guarulhos,,,[],1,0,0,0
16452,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,04.310.392/0001-46,Privada com fins lucrativos,3603,FACULDADE ANHANGUERA DE GUARULHOS,-,(11) 21071900,www.anhanguera.com,ddi@kroton.com.br; natalia.rodrigues@kroton.com.br,Rua Papa Pio XII - 291 - CEP: 07113-000 - Macedo,Guarulhos,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,1999-10-20,4,2023.0,-,,3,2023.0,,,,Ativa,,10-s2.0-60281103,60281103,Universidade Anhanguera de São Paulo,anhanguera.com,https://www.anhanguera.com/unidades/,"['Universidade Anhanguera de São Paulo', 'Anhanguera Educacional', 'Anhanguera Educational']",0,0,1,0
16452,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,04.310.392/0001-46,Privada com fins lucrativos,3937,Faculdade Anhanguera de Indaiatuba,-,(19) 3801-2856,https://www.anhanguera.com,ddi@kroton.com.br; thaina.c.souza@cogna.com.br,Rua Cláudio Dal Canton - 89 - CEP: 13334-390 - Cidade Nova II,Indaiatuba,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2006-09-18,4,2023.0,-,,3,2023.0,,,,Ativa,,10-s2.0-60281103,60281103,Universidade Anhanguera de São Paulo,anhanguera.com,https://www.anhanguera.com/unidades/,"['Universidade Anhanguera de São Paulo', 'Anhanguera Educacional', 'Anhanguera Educational']",0,0,1,0
16452,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,04.310.392/0001-46,Privada com fins lucrativos,4878,FACULDADE ANHANGUERA DE ITAPECERICA DA SERRA,-,(11)4165-9200,www.anhanguera.com,ddi@kroton.com.br;danielle.fnonato@kroton.com.br,Avenida XV de Novembro - 1586 - CEP: 06850-100 - Centro,Itapecerica da Serra,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2008-03-05,4,2024.0,-,,3,2023.0,,,,Ativa,,10-s2.0-60281103,60281103,Universidade Anhanguera de São Paulo,anhanguera.com,https://www.anhanguera.com/unidades/,"['Universidade Anhanguera de São Paulo', 'Anhanguera Educacional', 'Anhanguera Educational']",0,0,1,0
16452,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,04.310.392/0001-46,Privada com fins lucrativos,23893,Faculdade Anhanguera de Itapetininga,-,3121260303,,ddi@kroton.com.br; carolina.d.mendes@cogna.com.br,Rua Doutor Coutinho - 733 - CEP: 18200-358 - Centro,Itapetininga,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2021-07-16,5,2020.0,-,,-,,,,,Ativa,,10-s2.0-119365625,119365625,Faculdade Anhanguera de Itapetininga,,,[],1,0,0,0
16452,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,04.310.392/0001-46,Privada com fins lucrativos,5555,FACULDADE ANHANGUERA DE JACAREÍ,-,31983540362,www.anhanguera.com.br,quezia.rebula@kroton.com.br,Rua Santa Catarina - 75 - CEP: 12307-130 - Vila Pinheiro,Jacareí,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,1987-07-07,5,2023.0,-,,3,2023.0,,,,Ativa,,10-s2.0-129064555,129064555,Faculdade Anhanguera de Jacareí,,,[],1,0,0,0
16452,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,04.310.392/0001-46,Privada com fins lucrativos,1345,FACULDADE ANHANGUERA DE OSASCO,-,(19) 9 93473051,www.anhanguera.com,thales.pimentel@cogna.com.br; ddi@kroton.com.br,Avenida dos Autonomistas - 1325 - CEP: 06020-015 - Vila Campesina,Osasco,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,1999-07-29,5,2023.0,-,,3,2023.0,,,,Ativa,,10-s2.0-60281103,60281103,Universidade Anhanguera de São Paulo,anhanguera.com,https://www.anhanguera.com/unidades/,"['Universidade Anhanguera de São Paulo', 'Anhanguera Educacional', 'Anhanguera Educational']",0,0,1,0
16452,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,04.310.392/0001-46,Privada com fins lucrativos,4656,FACULDADE ANHANGÜERA DE PIRACICABA,-,(19) 9 9231 8546,www.anhanguera.com,natalia.rodrigues@cogna.com.br; ddi@kroton.com.br;,Rua Santa Catarina - 1.005 - CEP: 13425-075 - Piracicamirim,Piracicaba,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2007-07-09,4,2023.0,-,,3,2023.0,,,,Ativa,,10-s2.0-60281103,60281103,Universidade Anhanguera de São Paulo,anhanguera.com,https://www.anhanguera.com/unidades/,"['Universidade Anhanguera de São Paulo', 'Anhanguera Educacional', 'Anhanguera Educational']",0,0,1,0
16452,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,04.310.392/0001-46,Privada com fins lucrativos,1478,FACULDADE ANHANGUERA DE SÃO BERNARDO,-,(19) 9 93473051,www.anhanguera.com,ddi@kroton.com.br;thaina.c.souza@cogna.com.br,Rua Atlântica - 729 - CEP: 09750-480 - Jardim do Mar,São Bernardo do Campo,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2000-04-13,4,2023.0,-,,3,2023.0,,,,Ativa,,10-s2.0-60281103,60281103,Universidade Anhanguera de São Paulo,anhanguera.com,https://www.anhanguera.com/unidades/,"['Universidade Anhanguera de São Paulo', 'Anhanguera Educacional', 'Anhanguera Educational']",0,0,1,0
14514,EDITORA E DISTRIBUIDORA EDUCACIONAL S/A,38.733.648/0001-40,Privada com fins lucrativos,21238,Faculdade Anhanguera de São José do Rio Preto (FASJRP),FASJRP,31982367439,www.anhanguera.com,ddi@kroton.com.br;danielle.fnonato@kroton.com.br,Avenida Francisco das Chagas Oliveira - 791 - CEP: 15090-190 - Chácara Municipal,São José do Rio Preto,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2018-09-10,3,2023.0,-,,-,,,,Unificação de Mantidas,Ativa,,10-s2.0-60281103,60281103,Universidade Anhanguera de São Paulo,anhanguera.com,https://www.anhanguera.com/unidades/,"['Universidade Anhanguera de São Paulo', 'Anhanguera Educacional', 'Anhanguera Educational']",0,0,1,0
16452,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,04.310.392/0001-46,Privada com fins lucrativos,11308,FACULDADE ANHANGUERA DE SUMARÉ (FACSUMARÉ),FACSUMARÉ,(19) 9 9231 8546,www.anhanguera.com,ddi@kroton.com.br;petre.rebac@kroton.com.br,Avenida Eugênio Biancalana Duarte - 501 - CEP: 13173-050 - Jardim Primavera,Sumaré,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2009-09-18,4,2023.0,-,,3,2023.0,,,,Ativa,,10-s2.0-60281103,60281103,Universidade Anhanguera de São Paulo,anhanguera.com,https://www.anhanguera.com/unidades/,"['Universidade Anhanguera de São Paulo', 'Anhanguera Educacional', 'Anhanguera Educational']",0,0,1,0
14514,EDITORA E DISTRIBUIDORA EDUCACIONAL S/A,38.733.648/0001-40,Privada com fins lucrativos,4141,FACULDADE ANHANGUERA DE TAUBATÉ,-,31983540362,www.kroton.com.br,ddi@kroton.com.br; petre.rebac@kroton.com.br,Av. Charles Schnneider - 585 - CEP: 12040-000 - Pq. Senhor Bonfim,Taubaté,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2006-02-13,4,2023.0,-,,3,2023.0,,,,Ativa,,10-s2.0-106297935,106297935,Faculdade Anhanguera de Taubaté,,,"['Faculdade Anhanguera De Taubaté', 'Faculty Anhanguera De Taubaté', 'Faculdade Comunitária De Taubaté - Anhanguera Educacional', 'Faculdade Anhanguera Taubaté', 'Faculdade Anhanguera Educacional']",1,0,0,1
14514,EDITORA E DISTRIBUIDORA EDUCACIONAL S/A,38.733.648/0001-40,Privada com fins lucrativos,4141,FACULDADE ANHANGUERA DE TAUBATÉ,-,31983540362,www.kroton.com.br,ddi@kroton.com.br; petre.rebac@kroton.com.br,Av. Charles Schnneider - 585 - CEP: 12040-000 - Pq. Senhor Bonfim,Taubaté,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2006-02-13,4,2023.0,-,,3,2023.0,,,,Ativa,,10-s2.0-107822898,107822898,Faculdade de Medicina de Taubaté,,,"['Faculdade De Medicina De Taubaté', 'Faculdade Anhanguera De Taubaté', 'Faculdade De Tecnologia De Taubaté', 'Faculdade De Medicina', 'Faculdade Comunitária De Taubaté']",0,0,0,1
141,FUNDACAO CASPER LIBERO,61.277.273/0001-72,Privada sem fins lucrativos,200,FACULDADE CÁSPER LÍBERO (FCL),FCL,(11) 3170 5883,www.casperlibero.edu.br,diretoria@casperlibero.edu.br,Avenida Paulista - 900 - CEP: 01310-940 - Bela Vista,São Paulo,SP,Faculdade,EAD - Superior / Presencial - Superior /,Privada,Privada sem fins lucrativos,1947-05-23,4,2019.0,4,2023.0,3,2023.0,,,,Ativa,,10-s2.0-60290451,60290451,Faculdade Cásper Líbero,casperlibero.edu.br,https://casperlibero.edu.br/,"['Faculdade Cásper Líbero', 'Casper Líbero College']",1,1,1,1
1533,ANBAR ENSINO TECNICO E SUPERIOR LTDA,03.539.801/0001-18,Privada com fins lucrativos,3533,FACULDADE CERES (FACERES),FACERES,(17) 3201-8200,www.faceres.com.br,mantenedor@faceres.com.br,Avenida Anísio Haddad - 6.751 - CEP: 15093-000 - Jardim Morumbi,São José do Rio Preto,SP,Faculdade,EAD - Superior / Presencial - Superior /,Privada,Privada com fins lucrativos,2005-10-27,5,2023.0,4,2022.0,4,2023.0,,,,Ativa,,10-s2.0-60290746,60290746,Faculdade CERES,faceres.com.br,https://faceres.com.br/,[],1,1,1,0
1533,ANBAR ENSINO TECNICO E SUPERIOR LTDA,03.539.801/0001-18,Privada com fins lucrativos,3533,FACULDADE CERES (FACERES),FACERES,(17) 3201-8200,www.faceres.com.br,mantenedor@faceres.com.br,Avenida Anísio Haddad - 6.751 - CEP: 15093-000 - Jardim Morumbi,São José do Rio Preto,SP,Faculdade,EAD - Superior / Presencial - Superior /,Privada,Privada com fins lucrativos,2005-10-27,5,2023.0,4,2022.0,4,2023.0,,,,Ativa,,10-s2.0-113460039,113460039,Faculdade Ceres,,,"['Faculdade Ceres', 'Medical School At Faculdade Ceres', 'Faculdade Ceres (faceres)']",1,0,0,2
17996,PHD CURSOS EDUCACIONAIS LTDA,32.066.658/0001-92,Privada com fins lucrativos,1788,FACULDADE DE ADMINISTRAÇÃO E ARTES DE LIMEIRA (FAAL),FAAL,(19) 34443240,www.faal.com.br,kenia@faal.com.br,Avenida Engenheiro Antonio Eugênio Lucato - 2515 - CEP: 13486-085 - Vila Camargo,Limeira,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2001-08-06,4,2019.0,-,,3,2023.0,,,,Ativa,,10-s2.0-115297055,115297055,Faculdade de Administração e Artes de Limeira,,,['Faculdade de Administração e Artes de Limeira'],1,0,0,1
872,ASSOCIACAO EDUCACIONAL AMERICANENSE,96.509.583/0001-50,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,1310,FACULDADE DE AMERICANA (FAM),FAM,(19) 34658100,www.fam.br,dac@fam.br,Rua Joaquim Boer - 733 - CEP: 13477-360 - Jardim Luciene,Americana,SP,Faculdade,EAD - Superior / Presencial - Superior /,Privada,Privada sem fins lucrativos,1999-05-18,4,2023.0,4,2023.0,3,2023.0,,,,Ativa,,10-s2.0-130438710,130438710,Faculdade de Americana,,,['Faculdade De Americana'],1,0,0,1
17133,UNIBR FACULDADE DE BOTUCATU LTDA.,26.350.394/0001-00,Privada com fins lucrativos,17593,Faculdade de Botucatu (FDB),FDB,14 3354-3943/42,www.unibrbotucatu.com.br,nadia.martins@unibr.edu.br;daniela.luchesi@unibrbotucatu.com.br,Avenida Paula Vieira - 542 - CEP: 18611-020 - Vila Jahu,Botucatu,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2015-08-10,4,2022.0,-,,3,2023.0,,,,Ativa,,10-s2.0-107294891,107294891,Faculdade de Tecnologia de Botucatu,,,"['Faculdade De Tecnologia De Botucatu', 'Faculdade De Tecnologia De Botucatu (fatec-bt)', 'Faculdade De Tecnologia De Botucatu (fatec)', 'Faculdade Iteana De Botucatu', 'Faculdade De Tecnológica De Botucatu', 'Faculdade De Tecnología De Botucatu', 'Faculdade De Botucatu', 'Faculdad De Medicina De Botucatu']",0,0,0,1
82,FUNDACAO EDUCACIONAL DE ANDRADINA,48.420.889/0001-92,Privada sem fins lucrativos,1623,FACULDADE DE CIÊNCIAS AGRÁRIAS DE ANDRADINA (FCAA),FCAA,(18) 3702 3702,www.fea.br,"fisma@fea.br,viam@fea.br",Rua Amazonas - 571 - CEP: 16901-160 - Sttela Maris,Andradina,SP,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,2000-12-26,3,2023.0,-,,3,2023.0,,,,Ativa,,10-s2.0-60291352,60291352,Fundação Educacional de Andradina,fea.br,https://www.fea.br/,"['Fundação Educacional de Andradina', 'Andradina Educational Foundation']",0,1,1,0
3524,SISTEMA MED SERVICOS EDUCACIONAIS S.A.,09.061.427/0001-74,Privada com fins lucrativos,14892,FACULDADE DE CIÊNCIAS DA SAÚDE DE BARRETOS DR. PAULO PRATA (FACISB),FACISB,17 3321 3060,www.facisb.edu.br,svserrano1@gmail.com,Loja Maçonica Renovadora 68 - 100 - CEP: 14785-002 - Aeroporto,Barretos,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2011-10-10,5,2024.0,-,,4,2023.0,,,,Ativa,,10-s2.0-60290461,60290461,Faculdade de Ciências da Saúde de Barretos Dr. Paulo Prata,facisb.edu.br,https://facisb.edu.br/,"['Faculdade de Ciências da Saúde de Barretos Dr. Paulo Prata', 'Barretos Faculty of Health Sciences Dr. Paulo Prata']",1,1,1,1
