eid,title,published date,cited by count
2-s2.0-84994360384,Green-based methods to obtain bioactive extracts from Plantago major and Plantago lanceolata,2017-01-01,48
2-s2.0-84994078691,Microstructural characterization of new super-ferritic-martensitic stainless steel,2017-01-01,0
2-s2.0-84994048867,Process intensification for producing powdered extracts rich in bioactive compounds: An economic approach,2017-01-01,22
2-s2.0-84994005757,Antioxidant and antibacterial potential of butia (Butia catarinensis) seed extracts obtained by supercritical fluid extraction,2017-01-01,42
2-s2.0-84992735201,Enzymatic ring opening polymerization of ω-pentadecalactone using supercritical carbon dioxide,2017-01-01,44
2-s2.0-84992692338,"Composition and antimalarial activity of extracts of Curcuma longa L. obtained by a combination of extraction processes using supercritical CO2, ethanol and water as solvents",2017-01-01,59
2-s2.0-84992512250,Experimental study of the falling film of liquid around a Taylor bubble,2017-01-01,51
2-s2.0-84992337552,Poincaré Theory for Decomposable Cofrontiers,2017-01-01,4
2-s2.0-84991737302,Tool life and wear mechanism analysis of carbide tools used in the machining of martensitic and supermartensitic stainless steels,2017-01-01,70
2-s2.0-84991383522,Kinetic study of anti-HIV drugs by thermal decomposition analysis: A multilayer artificial neural network propose,2017-01-01,14
2-s2.0-84991329247,New constraints on Saturn's interior from Cassini astrometric data,2017-01-01,156
2-s2.0-84991278834,Numerical simulation of stratified-pattern two-phase flow in gas pipelines using a two-fluid model,2017-01-01,36
2-s2.0-84991246697,Towards a better understanding of the structures existing on the surface of brake pads,2017-01-01,132
2-s2.0-84991210887,Superparamagnetic nano-biocomposites for application as dielectric resonator antennas,2017-01-01,6
2-s2.0-84991110072,A combination of parabolized Navier–Stokes equations and level-set method for stratified two-phase internal flow,2017-01-01,10
2-s2.0-84991079592,"Morphological, optical and electrical properties of GaSe9 films and its application in photovoltaic devices",2017-01-01,3
2-s2.0-84991063676,Continuity of the Phase Transition for Planar Random-Cluster and Potts Models with 1 ≤ q≤ 4,2017-01-01,85
2-s2.0-84990852239,1.319 μm excited thulium doped nanoparticles for subtissue thermal sensing with deep penetration and high contrast imaging,2017-01-01,45
2-s2.0-84990242939,"Hybrid layer-by-layer (LbL) films of polyaniline, graphene oxide and zinc oxide to detect ammonia",2017-01-01,93
2-s2.0-84990230991,The basic physics of the binary black hole merger GW150914,2017-01-01,104
2-s2.0-84989327831,The influence of epistemic views about the relationship between physics and mathematics in understanding physics concepts and problem solving,2017-01-01,3
2-s2.0-84989193378,Photovoltaic performances of DSCs fabricated with a screen-printable TiO2-submicrosphere paste,2017-01-01,4
2-s2.0-84988926378,Properties of heavy rare-gases adlayers on graphene substrates,2017-01-01,7
2-s2.0-84988835540,Thermokinetic investigation of acid sites of the vermiculite doped lanthanum,2017-01-01,2
2-s2.0-84988663788,Graphene-based spin switch device via modulated Rashba field and strain,2017-01-01,10
2-s2.0-84988530610,A new luminescent material based on CaB6O10:Pb to detect radiation,2017-01-01,12
2-s2.0-84988448949,"Copolymerization of Ethylene with 1,9-Decadiene: Part I – Prediction of Average Molecular Weights and Long-Chain Branching Frequencies",2017-01-01,15
2-s2.0-84988402539,Zero Helicity States in the LaAlO3-SrTiO3 Interface: The Origin of the Mass Anisotropy,2017-01-01,6
2-s2.0-84988014370,"Synthesis, photophysical properties and spectroelectrochemical characterization of 10-(4-methyl-bipyridyl)-5,15-(pentafluorophenyl)corrole",2017-01-01,40
2-s2.0-84988014363,Analytical and numerical investigation of failure of ellipticity for a class of hyperelastic laminates,2017-01-01,2
2-s2.0-84988008266,Effect of gold nanoparticles in broadband near-infrared emission of Pr3+ doped B2O3–PbO–Bi2O3–GeO2 glass,2017-01-01,17
2-s2.0-84987984295,Two-color random laser based on a Nd3+ doped crystalline powder,2017-01-01,33
2-s2.0-84987948163,Intermittent gravity-driven flow of grains through narrow pipes,2017-01-01,16
2-s2.0-84987892405,"Dye photodegradation employing mesoporous organosilicas functionalized with 1,8-naphthalimides as heterogeneous catalysts",2017-01-01,8
2-s2.0-84987850881,Intensified aqueous-based processes to obtain bioactive extracts from Plantago major and Plantago lanceolata,2017-01-01,31
2-s2.0-84986596804,Efficient feature selection for neural network based detection of flaws in steel welded joints using ultrasound testing,2017-01-01,123
2-s2.0-84986313833,Particle Filter and Approximation Error Model for State Estimation in Hyperthermia,2017-01-01,25
2-s2.0-84986302038,"Structural stability of poly(3-methylthiophene) and poly(3,4-ethylenedioxythiophene) in the ITO/PEDOT:PSS/P3MT system",2017-01-01,10
2-s2.0-84986184268,The temperature jump at water – air interface during evaporation,2017-01-01,73
2-s2.0-84985018866,Oil price and exchange rate co-movements in Asian countries: Detrended cross-correlation approach,2017-01-01,87
2-s2.0-84984870982,Carnauba wax as a promising excipient in melt granulation targeting the preparation of mini-tablets for sustained release of highly soluble drugs,2017-01-01,24
2-s2.0-84984870593,Studies of Radiation-Induced Defects in Li2SiO3:Sm Phosphor Material,2017-01-01,4
2-s2.0-84984791361,Characterization of electric load with Information Theory quantifiers,2017-01-01,27
2-s2.0-84984596854,Extraction of phenolic compounds and anthocyanins from juçara (Euterpe edulis Mart.) residues using pressurized liquids and supercritical fluids,2017-01-01,180
2-s2.0-84983752661,The gDsDsϕ strong coupling constant from QCD Sum Rules,2017-01-01,2
2-s2.0-84983672133,Absolute instability: A toy model and an application to the Rayleigh–Bénard problem with horizontal flow in porous media,2017-01-01,13
2-s2.0-84983559916,Evolution to the equilibrium in a dissipative and time dependent billiard,2017-01-01,2
2-s2.0-84983548392,Nanostructured screen-printed electrodes based on titanate nanowires for biosensing applications,2017-01-01,14
2-s2.0-84983509394,"Effect of gamma radiation on antioxidant capacity of green tea, yerba mate, and chamomile tea as evaluated by different methods",2017-01-01,31
2-s2.0-84983399349,Computing partial traces and reduced density matrices,2017-01-01,17
2-s2.0-84983315032,"Maraging-350 steel: Following the aging through diffractometric, magnetic and hyperfine analysis",2017-01-01,15
2-s2.0-84983268182,Solid-state characterization and pharmaceutical compatibility between citalopram and excipients using thermal and non-thermal techniques,2017-01-01,9
2-s2.0-84982813105,SU(N) Schwinger bosons and nematic phases in the bilinear–biquadratic S=1 triangular lattice antiferromagnet with third-nearest neighbor interactions,2017-01-01,1
2-s2.0-84982142868,Environmental stress cracking in gamma-irradiated polycarbonate – A diffusion approach,2017-01-01,10
2-s2.0-84982103411,Improved photocatalytic activity of δ-FeOOH by using H2O2 as an electron acceptor,2017-01-01,46
2-s2.0-84981727731,On minimal energy dipole moment distributions in regular polygonal agglomerates,2017-01-01,3
2-s2.0-84981347707,"Time resolved spectroscopy and photometry of three little known bright cataclysmic variables: LS IV −08° 3, HQ Monocerotis and ST Chamaeleontis",2017-01-01,9
2-s2.0-84981309731,Effect of spin reorientation on magnetocaloric and transport properties of NdAl2,2017-01-01,6
2-s2.0-84981250497,AC susceptibility as a tool to probe the dipolar interaction in magnetic nanoparticles,2017-01-01,38
2-s2.0-84981215602,Influence of different kinds of rolling on the crystallographic texture and magnetic induction of a NOG 3 wt% Si steel,2017-01-01,5
2-s2.0-84980378561,Combined experimental and theoretical studies of pressure effects in La2Sb,2017-01-01,2
2-s2.0-84980373306,Generalized signal-Tuned Gabor approach for signal representation and analysis,2017-01-01,1
2-s2.0-84980316657,A handheld smartphone-controlled spectrophotometer based on hue to wavelength conversion for molecular absorption and emission measurements,2017-01-01,51
2-s2.0-84977622933,Heteroprotein complex coacervation: A generic process,2017-01-01,81
2-s2.0-84973168939,Multifunctional organic–inorganic hybrids based on cellulose acetate and 3-glycidoxypropyltrimethoxysilane,2017-01-01,15
2-s2.0-84969814872,Synthesis of PLGA using a C 3-symmetric Zr (IV) amine tris(phenolate) alkoxide initiator and the effects of gamma radiation on its properties,2017-01-01,2
2-s2.0-84969749488,Treating soil-washing fluids polluted with oxyfluorfen by sono-electrolysis with diamond anodes,2017-01-01,39
2-s2.0-84969263327,"Sonochemistry in organocatalytic enamine-azide [3+2] cycloadditions: A rapid alternative for the synthesis of 1,2,3-triazoyl carboxamides",2017-01-01,39
2-s2.0-84961798339,Synthesis and characterization of Li2TiSiO5 obtained by melting and solid-state reaction,2017-01-01,3
2-s2.0-84961644890,Second countable virtually free pro-p groups whose torsion elements have finite centralizer,2017-01-01,3
2-s2.0-84961198032,Crystallization kinetic and thermal and electrical properties of β-spodumeness/cordierite glass–ceramics,2017-01-01,17
2-s2.0-84945247835,Laser ablation ICP-MS: Application in biomedical research,2017-01-01,107
2-s2.0-84935900043,ATLAS Collaboration,2017-01-01,0
2-s2.0-105010463088,Quantum Chemical Methods for Predicting and Interpreting Second-Order Nonlinear Optical Properties: From Small to Extended π-Conjugated Molecules,2017-01-01,22
2-s2.0-105007268819,Atlas of Fetal Ultrasound: Normal Imaging and Malformations,2017-01-01,1
2-s2.0-85027522137,Teaching International Law in Brazil: A practice overview and its challenges Ensinar direito internacional no Brasil: Panorama de uma prática e seus desafios,2017-07-01,3
2-s2.0-85027503745,History and critique in International Law in Latin America: Revisiting past discussions on legal education in the region História e crítica em direito internacional na América Latina: Revisitando discussões pretéritas sobre ensino jurídico na região,2017-07-01,3
2-s2.0-85026412706,Prize of scientific literature of the Colégio Brasileiro de Ciências do Esporte (CBCE) Prêmio de Literatura Científica do Colégio Brasileiro de Ciências do Esporte (CBCE) Premio de literatura científica del Colégio Brasileiro de Ciências do Esporte (CBCE),2017-07-01,0
2-s2.0-85024499485,El incierto “efecto trump” en el orden global,2017-07-01,4
2-s2.0-85024126359,Parties and representations in local politics: Socio-demographic profile and political parties' links of the Paulist counselors Partidos e representação na política local: Perfile vínculos político-partidários dos vereadores paulistas,2017-07-01,1
2-s2.0-85024120331,Comparison of two anaerobic indirect tests in professional soccer players and their correlations with aerobic performance Comparação de dois testes indiretos anaeróbicos em futebolistas profissionais e suas correlações com o desempenho aeróbico,2017-07-01,4
2-s2.0-85023207387,From a combative to a pacified literature: The problem of the control over Cora Coralina's poetry De uma literatura combativa a uma literatura pacificada: A questão do controle sobre a poesia de Cora Coralina,2017-07-01,0
2-s2.0-85023197993,The deep search of knowledge: George Chapman's glosses in The Shadow of Night (1594),2017-07-01,0
2-s2.0-85023187990,"Representations of female protagonism in Howards End, by E. M. Forster Representações do protagonismo feminino em Howards End, de E. M. Forster",2017-07-01,0
2-s2.0-85023180148,The scenic performance mechanism in the aristophanes' comedies: The prompter and the focalization Mecanismo de performance cênica nas comédias de Aristófanes: Ponto e focalização,2017-07-01,0
2-s2.0-85023177878,Illustration in children's literature Ilustração na literatura infantile,2017-07-01,0
2-s2.0-85023176362,"A remedy against hispanic ankylosis: Salvador Rueda's El Ritmo (1894) Um remédio contra a anquilose hispânica: El ritmo (1894), de Salvador Rueda",2017-07-01,0
2-s2.0-85023169188,The disguised prince in gil vicente's novelistic theater O príncipe disfarçado no teatro romanesco de Gil Vicente,2017-07-01,0
2-s2.0-85023159843,Cartas Chilenas and Cartas Marruecas: Between the enlightenment appeal and the iberian tradition As Cartas Chilenas e as Cartas Marruecas: Entre o apelo iluminista e a tradição ibérica,2017-07-01,0
2-s2.0-85023158263,Blandiri officium meretricium est: Prostitutes' seduction strategies in Plautine comedy Blandiri officium meretricium est: Estratégias de persuasão das meretrizes na comédia plautina,2017-07-01,0
2-s2.0-85022058974,Project-based learning applied to an embedded systems course,2017-07-01,19
2-s2.0-85021989113,"You solved my problem, but i won’t buy from you anymore! Why don’t consumers want to go back doing business in on-line stores? Ils résolu mon problème, mais je ne leur achette plus! Pourquoi les consommateurs ne veulent plus faire des achats dans les boutiques en ligne? Resolveram meu problema, porém não compro mais! Por que os consumidores não desejam voltar a fazer negócios em lojas On-Line? Resolvieron mi problema, ¡pero no les compro más! ¿por qué los consumidores no quieren volver a hacer negocios en tiendas online?",2017-07-01,0
2-s2.0-85021937245,The chain rule applied to generalized functions for use in teaching electric circuits,2017-07-01,2
2-s2.0-85021878073,"Association between gender, education network and scholar shifts with intensity levels of childrens daily activities measured by accelerometry Associação do sexo, rede de ensino e turno escolar com os níveis de intensidade das atividades diárias de crianças medidos por acelerometria Relación entre sexo, sistema educativo y jornada escolar con niveles de intensidad de las actividades diarias de los niños medidos mediante acelerometría",2017-07-01,1
2-s2.0-85021781931,Dissident bodies: gender and femininities on weightlifting Corpos dissidentes: gênero e feminilidades no levantamento de peso,2017-07-01,2
2-s2.0-85021776508,Prelingual bilingual deaf: Multimedia content perception of a Brazilian health campaign,2017-07-01,0
2-s2.0-85021688065,Automatic generation of natural language sentences for pictogram sequences in support of Augmentative and Alternative Communication Geração Automática de Sentenças em Língua Natural para Sequencias de Pictogramas como Apoio à Comunicação Alternativa e Ampliada,2017-07-01,0
2-s2.0-85021687815,CORP: A rule based approach with semantic knowledge for coreference resolution CORP: Uma Abordagem Baseada em Regras e Conhecimento Semântico para a Resolução de Correferências,2017-07-01,11
2-s2.0-85021656484,BrAgriNews: A temporal-causal Brazilian-Portuguese corpus for agriculture BrAgriNews: Um Corpus Temporal-Causal (Portugues-Brasileiro) para a Agricultura,2017-07-01,3
2-s2.0-85021640960,LinguaKit: A multilingual tool for linguistic analysis and information extraction LinguaKit: Uma ferramenta multilingue para a análise linguística e a extração de informação,2017-07-01,32
2-s2.0-85021443494,Ontology of (mass) art of comics Ontología del arte (de masas) de las historietas,2017-07-01,0
2-s2.0-85021336935,Policies of inclusion and teaching in physical education: a reflection about the practices Políticas de inclusão e a docência em educação física: uma reflexão sobre as práticas Las políticas de inclusión y docencia en educación física: una reflexión sobre las prácticas,2017-07-01,1
2-s2.0-85021295875,Driven damped harmonic oscillator resonance with an Arduino,2017-07-01,22
2-s2.0-85021291756,Fricative debuccalization and primary split in Terena (Arawak) historical phonology,2017-07-01,10
2-s2.0-85021238194,Footballing tourism: profile and motivations of traveler supporter who attends the “new” Mineirão Turismo futebolístico: perfil e motivações do torcedor viajante que frequenta o “novo” Mineirão Turismo de fútbol: perfil y motivaciones de los viajeros hinchas que asisten al “nuevo” Mineirão,2017-07-01,4
2-s2.0-85021184075,Living the game or playing life? Notes about digital games and education into the ludified culture Vivendo o jogo ou jogando a vida? Notas sobre jogos (digitais) e educação em meio à cultura ludificada ¿Viviendo el juego o jugando la vida? Notas sobre juegos digitales y educación en la cultura ludificada,2017-07-01,3
2-s2.0-85021163566,Passages on Brazilian scientific cinema,2017-07-01,2
2-s2.0-85021057820,Among actions and speeches: the reception of users having linked the informations of an education in health program of the public health network at the city Vitória – ES Entre ações e discursos: a recepção dos usuários às informações de um programa de educação em saúde da rede pública na cidade de Vitória/ES Entre medidas y discursos: la acogida que los usuarios hacen de la información de un programa de educación en salud de la red sanitaria pública de la ciudad de Vitória (ES),2017-07-01,3
2-s2.0-85020923090,Olympic sport in Brazil: financial resouces available to London 2012 O esporte olímpico no Brasil: recursos financeiros disponibilizados para Olimpíadas Londres 2012 Deporte olímpico en Brasil: recursos financieros disponibles para Londres 2012,2017-07-01,5
2-s2.0-85020836282,The agenda 2030 for responsible management education: An applied methodology,2017-07-01,65
2-s2.0-85020783903,The Celsius Game: An experiential activity on management education simulating the complex challenges for the two-degree climate change target,2017-07-01,23
2-s2.0-85020747238,Universities' Contributions to Sustainable Development's Social Challenge: A Case Study of a Social Innovation Practice,2017-07-01,12
2-s2.0-85020718458,Commentary on Cross-Cultural Perspectives on Positive Youth Development With Implications for Intervention Research,2017-07-01,23
2-s2.0-85020661208,On Strategies to Fix Degenerate k-means Solutions,2017-07-01,4
2-s2.0-85020378827,Relational space through historically relational time – in the bodies of São Paulo’s pedestrians,2017-07-01,9
2-s2.0-85020228996,"Tracing Sediment Sources Using Mid-infrared Spectroscopy in Arvorezinha Catchment, Southern Brazil",2017-07-01,24
2-s2.0-85019937357,"Social representations of students of the degree course in physical education in Unemat–Cáceres‐MT about working with the body/student at school: looks for the contents of physical education As representações sociais dos discentes do curso de licenciatura em educação física na Unemat‐Cáceres/MT sobre o trabalho com o corpo/aluno na escola: olhares para os conteúdos da educação física Representaciones sociales de alumnos del grado de educación física en Unemat, Cáceres (MT) sobre el trabajo con el cuerpo/alumno en la escuela: perspectivas de los contenidos de educación física",2017-07-01,2
2-s2.0-85019847839,Personal Archives of Physical Education Professors: organization archive and historical research Arquivos pessoais de professores de educação física: organização arquivística e pesquisa histórica Archivos personales de profesores de educación física: organización de archivos e investigación histórica,2017-07-01,0
2-s2.0-85019839190,Associations of neighborhood social environment attributes and physical activity among 9–11 year old children from 12 countries,2017-07-01,18
2-s2.0-85019765580,The effects of 14 weeks of strenght training with periodically linearity and daily waving training in the cinematic variables of young competitive swimming athletes Efeitos de 14 semanas de treinamento de força com periodização linear e ondulatória diária nas variáveis cinemáticas de jovens atletas de natação competitiva Efecto de 14 semanas de entrenamiento de fuerza con periodización lineal y ondulante diaria en las variables cinemáticas de jóvenes nadadores de competición,2017-07-01,3
2-s2.0-85019742051,Municipal Responses to Ecological Fiscal Transfers in Brazil: A microeconometric panel data approach,2017-07-01,29
2-s2.0-85019670471,Mojuodara: a possibility of dealing with racial ethnic issues in Physical Education Mojuodara: uma possibilidade de trabalho com as questões étnico‐raciais na educação física Mojuodara: una posibilidad de trabajar con cuestiones étnicas y raciales en educación física,2017-07-01,6
2-s2.0-85019447877,The socioeconomic impact of low-income housing programs: An interregional input-output model for the state of Sao Paulo and the rest of Brazil,2017-07-01,11
2-s2.0-85019157871,A structural vector autoregressive model of technical efficiency and delays with an application to Chinese airlines,2017-07-01,26
2-s2.0-85019097746,"International air passenger traffic, trade openness and exchange rate in Brazil: A Granger causality test",2017-07-01,22
2-s2.0-85018978996,A tale of agriculturalists and hunter-gatherers: Exploring the thrifty genotype hypothesis in native South Americans,2017-07-01,10
2-s2.0-85018771709,"Using geomorphic understanding of catchment-scale process relationships to support the management of river futures: Macaé Basin, Brazil",2017-07-01,33
2-s2.0-85018751649,A legal framework with scientific basis for applying the ‘polluter pays principle’ to soil conservation in rural watersheds in Brazil,2017-07-01,47
2-s2.0-85018502209,Structural and longitudinal analysis of the knowledge base on spin-off research,2017-07-01,4
2-s2.0-85018281882,Property-level assessment of change in forest clearing patterns: The need for tailoring policy in the Amazon,2017-07-01,28
2-s2.0-85018264835,What are the sociodemographic and health determinants for older adults continue to participate in work?,2017-07-01,16
2-s2.0-85018251261,Streamlining or sidestepping? Political pressure to revise environmental licensing and EIA in Brazil,2017-07-01,58
2-s2.0-85017578649,A bibliometric analysis of the Scielo database: a Brazilian portfolio of the solidarity economy,2017-07-01,2
2-s2.0-85017300288,"Exercise training in older adults, what effects on muscle oxygenation? A systematic review",2017-07-01,18
2-s2.0-85017157709,Body composition and frailty profiles in Brazilian older people: Frailty in Brazilian Older People Study-FIBRA-BR,2017-07-01,43
2-s2.0-85016568122,Proposed class experimental using expanded perlite modified with orthophenanthroline in removal of eriochrome black t in complexing titrimetry waste Proposta de aula experimental utilizando a perlita expandida modificada com ortofenantrolina na remoção do negro de eriocromo T em resíduos de titulometria de complexação,2017-07-01,2
2-s2.0-85016465183,The importance of communication for the maintenance of health and safety in work operations in ports,2017-07-01,13
2-s2.0-85016393270,Brain-derived neurotrophic factor plasma levels are increased in older women after an acute episode of low back pain,2017-07-01,16
2-s2.0-85015992501,Cortisol and physical performance in older populations: Findings from the international mobility in aging study (IMIAS),2017-07-01,10
2-s2.0-85015677413,"Designing science laboratories: learning environments, school architecture and teaching and learning models",2017-07-01,11
2-s2.0-85015611671,Student organizations and Communities of Practice: Actions for the 2030 Agenda for Sustainable Development,2017-07-01,35
2-s2.0-85015407752,Design and validation of an aircraft seat comfort scale using item response theory,2017-07-01,30
2-s2.0-85015317518,"Hidden curriculum in student organizations: Learning, practice, socialization and responsible management in a business school",2017-07-01,83
2-s2.0-85014996315,Thermal comfort of seats as visualized by infrared thermography,2017-07-01,27
2-s2.0-85014025050,Airline fuel usage and carbon emissions: Determining factors,2017-07-01,64
2-s2.0-85012248486,Box–Cox symmetric distributions and applications to nutritional data,2017-07-01,16
2-s2.0-85011281163,Development of an Extraction Method Using Mixture Design for the Evaluation of Migration of Non-target Compounds and Dibutyl Phthalate from Baby Bottles,2017-07-01,12
2-s2.0-85009851960,Determination of Diclofenac in Bovine Milk at Low Levels Using Ultra High Performance Liquid Chromatography–Tandem Mass Spectrometry,2017-07-01,8
2-s2.0-85008658167,On locally conformally flat critical metrics for quadratic functionals,2017-07-01,4
2-s2.0-85008501997,Liquid Chromatography–Tandem Mass Spectrometry Multiclass Method for 46 Antibiotics Residues in Milk and Meat: Development and Validation,2017-07-01,59
2-s2.0-85008430492,Tocopherols and Tocotrienols: an Adapted Methodology by UHPLC/MS Without Sample Pretreatment Steps,2017-07-01,23
2-s2.0-85008208861,Health impact assessment in Latin American countries: Current practice and prospects,2017-07-01,18
2-s2.0-85007480694,Symmetric Sequential Stability in the Graph Model for Conflict Resolution with Multiple Decision Makers,2017-07-01,71
2-s2.0-85006267602,‘Empire as an imagination of the centre’: The Rio de Janeiro School of Commerce and the development of accounting education in Brazil,2017-07-01,16
2-s2.0-85006052133,Growing and fading: a look into the directions of Physical Education in Brazil Crescendo e enfraquecendo: um olhar sobre os rumos da Educação Física no Brasil Crecer y debilitarse: una mirada sobre los caminos de la Educación Física en Brasil,2017-07-01,9
2-s2.0-85001976726,Joint fantasising as relational practice in Brazilian Portuguese interactions,2017-07-01,33
2-s2.0-84994476943,Group Decision Methodology to Support Watershed Committees in Choosing Among Combinations of Alternatives,2017-07-01,11
2-s2.0-84994131782,Birth order and androphilic male-to-female transsexualism in Brazil,2017-07-01,24
2-s2.0-84992715338,Explaining university students’ effective use of e-learning platforms,2017-07-01,90
2-s2.0-84988596421,Reading Anxiety in L1: Reviewing the Concept,2017-07-01,34
2-s2.0-84975527657,Perception of patients in hemodialysis about the benefits and changes in sedentary behavior after participation in program of physical exercise Percepção de pacientes em hemodiálise sobre os benefícios e as modificações no comportamento sedentário após a participação em um programa de exercícios físicos Percepción de los pacientes en hemodiálisis sobre los beneficios y cambios en el comportamiento sedentario después de participar en un programa de ejercicio físico,2017-07-01,2
2-s2.0-84965000003,Multidimensional Poverty in Nicaragua: Are Female-Headed Households Better Off?,2017-07-01,37
2-s2.0-85027850058,Secondary low-voltage circuit models-how good is good enough?,2017-06-30,4
2-s2.0-85034017896,Brazilian fashion: Dichotomies and perspectives of resistance,2017-06-29,0
2-s2.0-85026770893,Games for learning: Bridging game-related education methods to software engineering knowledge areas,2017-06-29,31
2-s2.0-85026760615,Quality of games for teaching software engineering: An analysis of empirical evidences of digital and non-digital games,2017-06-29,18
2-s2.0-85026757945,Reflections on cyberethics education for millennial software engineers,2017-06-29,4
2-s2.0-85026750932,Interdisciplinary software projects as an active methodology to practice for the profession,2017-06-29,2
2-s2.0-85026744833,A large-scale evaluation of a model for the evaluation of games for teaching software engineering,2017-06-29,21
2-s2.0-85026738830,The students' perspectives on applying design thinking for the design of mobile applications,2017-06-29,51
2-s2.0-85026730395,Game elements in a software engineering study group: A case study,2017-06-29,14
2-s2.0-85021737519,"Integral system of truth, reparations, justice and non-repetition: Agreement of restorative justice? Sistema integral de verdad, justicia, reparación y no repetición: Un acuerdo de justicia restaurativa?",2017-06-29,9
2-s2.0-85021660558,"Complementarity of hydro, photovoltaic, and wind power in Rio de Janeiro State",2017-06-29,51
2-s2.0-85021659148,"Safety, tolerability, and risks associated with first-and second-generation antipsychotics: A state-of-the-art clinical review",2017-06-29,344
2-s2.0-85049574453,5G Internet of radio light services for supermarkets,2017-06-28,21
2-s2.0-85029531678,Evaluating test suite effectiveness and assessing student code via constraint logic programming,2017-06-28,8
2-s2.0-85029485804,Analyzing how interest in learning programming changes during a cs0 course: A qualitative study with Brazilian undergraduates,2017-06-28,8
2-s2.0-85026659508,Redactable Blockchain - Or - Rewriting History in Bitcoin and Friends,2017-06-28,404
2-s2.0-85025827858,Characterising sustainability requirements: A new species red herring or just an odd fish?,2017-06-28,41
2-s2.0-85025805576,Portinari: A data exploration tool to personalize cervical cancer screening,2017-06-28,2
2-s2.0-85054006703,"A Japanese-American Sam Spade: The Metaphysical Detective in Death in Little Tokyo, by Dale Furutani",2017-06-27,1
2-s2.0-85026329404,BetaKit: Tinkering with physical programming,2017-06-27,1
2-s2.0-85026312970,Programming literacy: Computational thinking in Brazilian public schools,2017-06-27,2
2-s2.0-85026298810,Tangible and shared storytelling: Searching for the social dimension of constructionism,2017-06-27,26
2-s2.0-85046261377,Cariban in contact: New perspectives on Trio-Ndyuka pidgin,2017-06-26,2
2-s2.0-85031855742,"Making local government more ""local"": Strategies for successful decentralization in transitional countries",2017-06-26,0
2-s2.0-85031852157,"Moment, flow, language, non-plan: The unique architecture of insurrection in a Brazilian urban periphery",2017-06-26,0
2-s2.0-85031844698,Architecture of violence: 'Anti-beggar architecture' as the 'eureka' of urban regeneration,2017-06-26,1
2-s2.0-85031792698,"Between street and home: Mobility, housing, and the 2013 demonstrations in Brazil",2017-06-26,1
2-s2.0-85031684217,"Conflict resolution and the making of personhood in Lisadila, Maubara",2017-06-26,1
2-s2.0-85031669850,"Managing resources, persons and rituals: Economic pedagogy as government tactics",2017-06-26,0
2-s2.0-85028876897,Class coalitions in a new democracy: The case of Brazil,2017-06-26,1
2-s2.0-85028838844,Developmental class coalitions Historical experiences and prospects,2017-06-26,3
2-s2.0-85021690966,Reflections on public policies for education in human rights in brazilian higher education Reflexões sobre políticas públicas para a educação em direitos humanos no ensino superior Brasileiro Reflexiones sobre políticas públicas para educación en derechos humanos en la educación superior brasileña,2017-06-26,0
2-s2.0-85078529379,“Monica and Friends”: the challenge to internationalize,2017-06-22,2
2-s2.0-85019149782,From the study of racism to destigmatization and the transformation of group boundaries,2017-06-21,2
2-s2.0-85087883686,"The other Mahatma's naive monarchism: Phule, Paine, and the appeal to Queen Victoria",2017-06-20,0
2-s2.0-85033729151,Archaeological missions to the Lagoa Santa region in the second half of the twentieth century,2017-06-19,2
2-s2.0-85033728710,The Minas Gerais Academy of Sciences: Lund's inheritors,2017-06-19,0
2-s2.0-85033726267,Constructing the past. A look at Lagoa Santa paleontology,2017-06-19,1
2-s2.0-85033715231,Introduction,2017-06-19,0
2-s2.0-85033714250,History of the research into health and lifestyle in Lagoa Santa,2017-06-19,1
2-s2.0-85033711097,Lithic technology in Lagoa Santa in the early Holocene,2017-06-19,9
2-s2.0-85033710381,The Lagoa Santa skeletons and the cranial morphology of the first Americans,2017-06-19,0
2-s2.0-85033710349,The history of the studies of prehistoric rock paintings in the Lagoa Santa Karst,2017-06-19,1
2-s2.0-85033688053,The physical anthropology archives of the National Museum of Rio de Janeiro: Lagoa Santa in the first half of the twentieth century,2017-06-19,2
2-s2.0-85033681275,The repercussions of the human skeletons from Lagoa Santa in the international scenario,2017-06-19,2
2-s2.0-85033676202,Peter Wilhelm Lund's scientific contributions,2017-06-19,2
2-s2.0-85033675806,Archaeological and paleontological research in Lagoa Santa: The quest for the first Americans,2017-06-19,9
2-s2.0-85033672127,Foreword,2017-06-19,0
2-s2.0-85033670878,The National Museum's contributions to Lagoa Santa research in the second half of the twentieth century,2017-06-19,0
2-s2.0-85033666675,"The anthropological studies of Lagoa Santa in the National Museum of Rio de Janeiro: Insertion, debates, and scientific controversies at the turn of the nineteenth to the twentieth century",2017-06-19,2
2-s2.0-85033665051,The origins project and the first Americans' controversy,2017-06-19,5
2-s2.0-85033660496,Towards the development of a tropical geoarchaeology: Lagoa Santa as an emblematic case study,2017-06-19,8
2-s2.0-85033500910,Understanding and combating domestic violence in Brazil,2017-06-19,0
2-s2.0-85027522814,Virtual learning communities: Interaction in blended learning using web 2.0 tools,2017-06-19,0
2-s2.0-85027505660,The ODL systems for sustainable growth in Brazil: UAB system (2006-2016),2017-06-19,0
2-s2.0-85027495409,A framework for designing interactive digital learning environments for young people,2017-06-19,0
